From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
HLA-B	A0A3S6RIH7	unreviewed	A0A3S6RIH7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RII1	unreviewed	A0A3S6RII1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RII6	unreviewed	A0A3S6RII6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RII7	unreviewed	A0A3S6RII7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RIJ5	unreviewed	A0A3S6RIJ5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RIJ6	unreviewed	A0A3S6RIJ6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S6RIJ8	unreviewed	A0A3S6RIJ8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A3S6RIL4	unreviewed	A0A3S6RIL4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3S8UVH7	unreviewed	A0A3S8UVH7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	273
HLA-B	A0A3S8UVI3	unreviewed	A0A3S8UVI3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	337
HLA-B	A0A3S8UVI9	unreviewed	A0A3S8UVI9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	273
HLA-B	A0A3S8UVL2	unreviewed	A0A3S8UVL2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	298
HLA-B	A0A3S9GVK4	unreviewed	A0A3S9GVK4_HUMAN	MHC class I antigen B	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A3T0V962	unreviewed	A0A3T0V962_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A410P7W6	unreviewed	A0A410P7W6_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	234
HLA-B	A0A410R993	unreviewed	A0A410R993_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	222
HLA-B	A0A411CX17	unreviewed	A0A411CX17_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A411CX25	unreviewed	A0A411CX25_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	212
HLA-B	A0A411DV97	unreviewed	A0A411DV97_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	206
HLA-B	A0A411DVA1	unreviewed	A0A411DVA1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	348
HLA-B	A0A411DVE3	unreviewed	A0A411DVE3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	206
HLA-B	A0A411E080	unreviewed	A0A411E080_HUMAN	MHC class I antigen (MHC class I protein)	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A447G109	unreviewed	A0A447G109_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	183
HLA-B	A0A447I5X8	unreviewed	A0A447I5X8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A447ITP2	unreviewed	A0A447ITP2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A455JS51	unreviewed	A0A455JS51_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JS58	unreviewed	A0A455JS58_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JTR8	unreviewed	A0A455JTR8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JTS5	unreviewed	A0A455JTS5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JTT0	unreviewed	A0A455JTT0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JTT8	unreviewed	A0A455JTT8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JU53	unreviewed	A0A455JU53_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JU59	unreviewed	A0A455JU59_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JU70	unreviewed	A0A455JU70_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A455JU85	unreviewed	A0A455JU85_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVF7	unreviewed	A0A455JVF7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A455JVG2	unreviewed	A0A455JVG2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVH5	unreviewed	A0A455JVH5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVI5	unreviewed	A0A455JVI5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVQ6	unreviewed	A0A455JVQ6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVR2	unreviewed	A0A455JVR2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVS7	unreviewed	A0A455JVS7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVS9	unreviewed	A0A455JVS9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVT3	unreviewed	A0A455JVT3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVT9	unreviewed	A0A455JVT9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A455JVU6	unreviewed	A0A455JVU6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A455JVX4	unreviewed	A0A455JVX4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVZ1	unreviewed	A0A455JVZ1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JVZ8	unreviewed	A0A455JVZ8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JW03	unreviewed	A0A455JW03_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JW09	unreviewed	A0A455JW09_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JWY3	unreviewed	A0A455JWY3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JWZ6	unreviewed	A0A455JWZ6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455JWZ9	unreviewed	A0A455JWZ9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455QZK9	unreviewed	A0A455QZK9_HUMAN	HLA class I histocompatibility antigen B alpha chain	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455R0H3	unreviewed	A0A455R0H3_HUMAN	HLA class I histocompatibility antigen B alpha chain	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A455W905	unreviewed	A0A455W905_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	273
HLA-B	A0A481MTJ7	unreviewed	A0A481MTJ7_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A481Y760	unreviewed	A0A481Y760_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A482GNH6	unreviewed	A0A482GNH6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A482GS04	unreviewed	A0A482GS04_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A482LQC5	unreviewed	A0A482LQC5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	206
HLA-B	A0A482LWZ5	unreviewed	A0A482LWZ5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A482M0B0	unreviewed	A0A482M0B0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A482PCI4	unreviewed	A0A482PCI4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	337
HLA-B	A0A482PI45	unreviewed	A0A482PI45_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	337
HLA-B	A0A493QP51	unreviewed	A0A493QP51_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A493QP52	unreviewed	A0A493QP52_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A493QP54	unreviewed	A0A493QP54_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A493QP58	unreviewed	A0A493QP58_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A493QP59	unreviewed	A0A493QP59_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A493QP60	unreviewed	A0A493QP60_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A493QP61	unreviewed	A0A493QP61_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A493QP63	unreviewed	A0A493QP63_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A493QP64	unreviewed	A0A493QP64_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A499S0B6	unreviewed	A0A499S0B6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6G103	unreviewed	A0A4D6G103_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6NWA3	unreviewed	A0A4D6NWA3_HUMAN	HLA class I histocompatibility antigen (MHC class I antigen)	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6NXH8	unreviewed	A0A4D6NXH8_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6NYY6	unreviewed	A0A4D6NYY6_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6NZ50	unreviewed	A0A4D6NZ50_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6NZ61	unreviewed	A0A4D6NZ61_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6P091	unreviewed	A0A4D6P091_HUMAN	HLA class I histocompatibility antigen (MHC class I antigen)	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6P104	unreviewed	A0A4D6P104_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6P130	unreviewed	A0A4D6P130_HUMAN	HLA class I antigen HLA-B (HLA class I histocompatibility antigen)	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4D6Q6M7	unreviewed	A0A4D6Q6M7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR16	unreviewed	A0A4P2SR16_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR22	unreviewed	A0A4P2SR22_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR28	unreviewed	A0A4P2SR28_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR34	unreviewed	A0A4P2SR34_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR38	unreviewed	A0A4P2SR38_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR48	unreviewed	A0A4P2SR48_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR55	unreviewed	A0A4P2SR55_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR62	unreviewed	A0A4P2SR62_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR63	unreviewed	A0A4P2SR63_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR69	unreviewed	A0A4P2SR69_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR71	unreviewed	A0A4P2SR71_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR80	unreviewed	A0A4P2SR80_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR83	unreviewed	A0A4P2SR83_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SR87	unreviewed	A0A4P2SR87_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4P2SRA0	unreviewed	A0A4P2SRA0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRA5	unreviewed	A0A4P2SRA5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRB3	unreviewed	A0A4P2SRB3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRB8	unreviewed	A0A4P2SRB8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRC0	unreviewed	A0A4P2SRC0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRC5	unreviewed	A0A4P2SRC5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRC7	unreviewed	A0A4P2SRC7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRD0	unreviewed	A0A4P2SRD0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	186
HLA-B	A0A4P2SRD4	unreviewed	A0A4P2SRD4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRD5	unreviewed	A0A4P2SRD5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRE4	unreviewed	A0A4P2SRE4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4P2SRE7	unreviewed	A0A4P2SRE7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRF6	unreviewed	A0A4P2SRF6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRG6	unreviewed	A0A4P2SRG6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRI2	unreviewed	A0A4P2SRI2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRI7	unreviewed	A0A4P2SRI7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRM1	unreviewed	A0A4P2SRM1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRN4	unreviewed	A0A4P2SRN4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRT3	unreviewed	A0A4P2SRT3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRT9	unreviewed	A0A4P2SRT9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRU7	unreviewed	A0A4P2SRU7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRV3	unreviewed	A0A4P2SRV3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRX5	unreviewed	A0A4P2SRX5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRY1	unreviewed	A0A4P2SRY1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SRZ4	unreviewed	A0A4P2SRZ4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SS01	unreviewed	A0A4P2SS01_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SS07	unreviewed	A0A4P2SS07_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SS16	unreviewed	A0A4P2SS16_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SS35	unreviewed	A0A4P2SS35_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSD3	unreviewed	A0A4P2SSD3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSE0	unreviewed	A0A4P2SSE0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSF3	unreviewed	A0A4P2SSF3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSG8	unreviewed	A0A4P2SSG8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSI1	unreviewed	A0A4P2SSI1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSI8	unreviewed	A0A4P2SSI8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSJ6	unreviewed	A0A4P2SSJ6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSM6	unreviewed	A0A4P2SSM6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSS7	unreviewed	A0A4P2SSS7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSU2	unreviewed	A0A4P2SSU2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSU4	unreviewed	A0A4P2SSU4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSV3	unreviewed	A0A4P2SSV3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSW1	unreviewed	A0A4P2SSW1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSX2	unreviewed	A0A4P2SSX2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSX8	unreviewed	A0A4P2SSX8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SSZ7	unreviewed	A0A4P2SSZ7_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2ST11	unreviewed	A0A4P2ST11_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4P2STD2	unreviewed	A0A4P2STD2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STE3	unreviewed	A0A4P2STE3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STH2	unreviewed	A0A4P2STH2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STI2	unreviewed	A0A4P2STI2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4P2STI8	unreviewed	A0A4P2STI8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STK9	unreviewed	A0A4P2STK9_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STM2	unreviewed	A0A4P2STM2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2STZ6	unreviewed	A0A4P2STZ6_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU00	unreviewed	A0A4P2SU00_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU32	unreviewed	A0A4P2SU32_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU49	unreviewed	A0A4P2SU49_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4P2SU57	unreviewed	A0A4P2SU57_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU59	unreviewed	A0A4P2SU59_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU63	unreviewed	A0A4P2SU63_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU76	unreviewed	A0A4P2SU76_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P2SU87	unreviewed	A0A4P2SU87_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P6MY22	unreviewed	A0A4P6MY22_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8DJ75	unreviewed	A0A4P8DJ75_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8DJ76	unreviewed	A0A4P8DJ76_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8DJ86	unreviewed	A0A4P8DJ86_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8DJW0	unreviewed	A0A4P8DJW0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8DJY3	unreviewed	A0A4P8DJY3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8P9M6	unreviewed	A0A4P8P9M6_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8P9N1	unreviewed	A0A4P8P9N1_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8PAC0	unreviewed	A0A4P8PAC0_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8PAN2	unreviewed	A0A4P8PAN2_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4P8PDH2	unreviewed	A0A4P8PDH2_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	206
HLA-B	A0A4P8PQU3	unreviewed	A0A4P8PQU3_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	347
HLA-B	A0A4P8UKL8	unreviewed	A0A4P8UKL8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	335
HLA-B	A0A4U8Z804	unreviewed	A0A4U8Z804_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4U8Z830	unreviewed	A0A4U8Z830_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	183
HLA-B	A0A4V0HLD9	unreviewed	A0A4V0HLD9_HUMAN	MHC class I Antigen	HLA-B	Homo sapiens (Human)	148
HLA-B	A0A4V0NP75	unreviewed	A0A4V0NP75_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4V0NP78	unreviewed	A0A4V0NP78_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4V0NP79	unreviewed	A0A4V0NP79_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4V0NP81	unreviewed	A0A4V0NP81_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4V0NP82	unreviewed	A0A4V0NP82_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4V0NP84	unreviewed	A0A4V0NP84_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y1YQ62	unreviewed	A0A4Y1YQ62_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y1YR62	unreviewed	A0A4Y1YR62_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	357
HLA-B	A0A4Y1YSD2	unreviewed	A0A4Y1YSD2_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	273
HLA-B	A0A4Y1YSE1	unreviewed	A0A4Y1YSE1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	273
HLA-B	A0A4Y5P8P3	unreviewed	A0A4Y5P8P3_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	323
HLA-B	A0A4Y5P9Y0	unreviewed	A0A4Y5P9Y0_HUMAN	HLA class I histocompatibility antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5QVM4	unreviewed	A0A4Y5QVM4_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5QYY1	unreviewed	A0A4Y5QYY1_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5R161	unreviewed	A0A4Y5R161_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5R168	unreviewed	A0A4Y5R168_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5RYD0	unreviewed	A0A4Y5RYD0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5RYN8	unreviewed	A0A4Y5RYN8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5T9E2	unreviewed	A0A4Y5T9E2_HUMAN	MHC class I protein	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5ULH0	unreviewed	A0A4Y5ULH0_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5ULJ4	unreviewed	A0A4Y5ULJ4_HUMAN	HLA-B alpha chain (MHC class I antigen)	HLA-B HLA-B*4407	Homo sapiens (Human)	362
HLA-B	A0A4Y5ULW8	unreviewed	A0A4Y5ULW8_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5ULZ5	unreviewed	A0A4Y5ULZ5_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5UM57	unreviewed	A0A4Y5UM57_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5US89	unreviewed	A0A4Y5US89_HUMAN	HLA class I histocompatibility antigen (MHC HLA-B27d) (MHC class I antigen)	HLA-B	Homo sapiens (Human)	362
HLA-B	A0A4Y5UY00	unreviewed	A0A4Y5UY00_HUMAN	MHC class I antigen	HLA-B	Homo sapiens (Human)	181
HLA-B	A0A4Y5UYF1	unreviewed	A0A4Y5UYF1_HUMAN	MHC class I antigen (MHC class I protein)	HLA-B	Homo sapiens (Human)	362
