sgrna	gene	S1	S2	S3_5	B1	B2	B3	B4	B5	M1	M2	M3_5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_3021	Egfr	964.0	1004.0	3159.0	1436.0	258.0	1368.0	2270.0	508.0	69.0	272.0	2628.0	66.0	149.0	16.0	4.0	708.0	234.0	10.0	625.0	218.0
gRNA_3025	Eif1ad19	1263.0	3043.0	1396.0	2054.0	225.0	1306.0	799.0	50.0	1800.0	204.0	0.0	55.0	213.0	21.0	7.0	1063.0	192.0	2.0	178.0	138.0
gRNA_3026	Eif1ad19	8465.0	4358.0	4167.0	26758.0	953.0	903.0	3892.0	168.0	507.0	316.0	36781.0	311.0	468.0	82.0	40.0	1388.0	481.0	35.0	370.0	565.0
gRNA_3030	Eif1ad19	2911.0	1789.0	1656.0	826.0	341.0	1339.0	2546.0	2476.0	251.0	114.0	2.0	68.0	215.0	27.0	5.0	896.0	238.0	64.0	484.0	230.0
gRNA_3031	Eif1ad19	1005.0	362.0	102.0	1948.0	665.0	15.0	818.0	231.0	46.0	0.0	4.0	38.0	160.0	10.0	1.0	178.0	139.0	3.0	23.0	55.0
gRNA_3032	Eif1ad19	1318.0	979.0	1245.0	1440.0	120.0	2785.0	634.0	1826.0	171.0	9.0	10.0	40.0	36.0	10.0	4.0	141.0	52.0	3.0	35.0	18.0
gRNA_3033	Eif1ad19	146.0	558.0	79.0	107.0	196.0	218.0	304.0	1.0	5.0	104.0	8.0	94.0	69.0	6.0	0.0	70.0	25.0	0.0	19.0	122.0
gRNA_3034	Eif1ad19	454.0	1173.0	4110.0	1007.0	111.0	11650.0	1263.0	27.0	27.0	32.0	263.0	15.0	48.0	7.0	8.0	119.0	12.0	1.0	23.0	23.0
gRNA_3046	Elf3	2652.0	4530.0	4333.0	4611.0	938.0	8233.0	2363.0	7717.0	670.0	1058.0	191.0	91.0	115.0	14.0	12.0	335.0	124.0	4.0	105.0	108.0
gRNA_3047	Elf3	48.0	558.0	557.0	2.0	2.0	1842.0	36.0	0.0	7.0	607.0	3.0	0.0	156.0	20.0	2.0	149.0	42.0	1.0	20.0	35.0
gRNA_3048	Elf3	82.0	129.0	1.0	0.0	27.0	8.0	5.0	71.0	3.0	0.0	143.0	164.0	386.0	33.0	1.0	73.0	27.0	0.0	26.0	5.0
gRNA_3056	Ep300	1343.0	977.0	1514.0	899.0	492.0	483.0	231.0	109.0	895.0	316.0	2.0	208.0	224.0	14.0	3.0	1478.0	351.0	5.0	447.0	367.0
gRNA_3060	Ep300	1257.0	1206.0	872.0	566.0	189.0	975.0	207.0	80.0	23.0	739.0	109.0	38.0	20.0	2.0	1.0	195.0	16.0	2.0	6.0	29.0
gRNA_3061	Ep300	665.0	1933.0	1064.0	499.0	135.0	981.0	760.0	1417.0	143.0	288.0	129.0	152.0	15.0	13.0	5.0	294.0	49.0	4.0	70.0	62.0
gRNA_3084	Ep300	339.0	128.0	42.0	462.0	77.0	16.0	20.0	32.0	13.0	0.0	0.0	38.0	33.0	5.0	2.0	124.0	21.0	12.0	12.0	45.0
gRNA_3085	Ep300	3.0	450.0	536.0	3.0	24.0	73.0	3.0	0.0	0.0	13.0	1.0	153.0	2.0	6.0	3.0	356.0	177.0	11.0	60.0	83.0
gRNA_3086	Ep300	94.0	354.0	9.0	274.0	161.0	6.0	185.0	28.0	8.0	2.0	10.0	98.0	252.0	27.0	0.0	349.0	71.0	2.0	15.0	40.0
gRNA_3089	Ep300	4955.0	3952.0	4530.0	25165.0	2374.0	6878.0	4103.0	11993.0	1228.0	402.0	614.0	127.0	275.0	37.0	13.0	1296.0	433.0	16.0	383.0	342.0
gRNA_3106	Ep300	484.0	1472.0	445.0	551.0	325.0	557.0	330.0	2.0	8.0	352.0	128.0	110.0	173.0	15.0	3.0	483.0	172.0	13.0	276.0	106.0
gRNA_3107	Ep300	1602.0	893.0	458.0	641.0	107.0	223.0	160.0	3.0	15.0	41.0	228.0	3.0	135.0	5.0	9.0	280.0	37.0	2.0	163.0	77.0
gRNA_3114	Ep300	3016.0	3469.0	2005.0	6751.0	566.0	3659.0	1063.0	5216.0	532.0	142.0	742.0	168.0	161.0	24.0	9.0	2983.0	1324.0	83.0	1451.0	914.0
gRNA_3115	Ep300	1567.0	1613.0	1628.0	707.0	422.0	1833.0	1310.0	3738.0	297.0	136.0	67.0	54.0	89.0	12.0	5.0	1027.0	150.0	11.0	188.0	160.0
gRNA_3142	Epha3	7684.0	3085.0	2453.0	2364.0	665.0	1374.0	1213.0	3752.0	325.0	93.0	2724.0	429.0	366.0	72.0	12.0	1037.0	365.0	15.0	241.0	392.0
gRNA_3143	Epha3	1024.0	1205.0	761.0	1142.0	1198.0	2756.0	4520.0	1066.0	629.0	630.0	1252.0	257.0	232.0	33.0	5.0	746.0	367.0	42.0	517.0	255.0
gRNA_3220	Epha3	574.0	498.0	904.0	1508.0	31.0	565.0	329.0	51.0	17.0	0.0	49.0	16.0	35.0	5.0	5.0	275.0	34.0	1.0	49.0	60.0
gRNA_3221	Epha3	973.0	1093.0	2469.0	309.0	160.0	1548.0	2333.0	538.0	52.0	67.0	44.0	301.0	212.0	18.0	7.0	567.0	162.0	10.0	135.0	144.0
gRNA_3224	Epha5	3097.0	11386.0	5807.0	2812.0	1468.0	4645.0	970.0	3118.0	404.0	331.0	765.0	334.0	420.0	47.0	9.0	1390.0	314.0	11.0	406.0	315.0
gRNA_3225	Epha5	927.0	715.0	207.0	244.0	38.0	389.0	603.0	7.0	10.0	44.0	168.0	36.0	61.0	7.0	1.0	185.0	145.0	4.0	83.0	71.0
gRNA_3249	Epha5	222.0	2708.0	203.0	46.0	1271.0	174.0	127.0	20.0	2.0	111.0	176.0	69.0	72.0	6.0	2.0	410.0	236.0	3.0	169.0	166.0
gRNA_3250	Epha5	1151.0	1508.0	1097.0	387.0	176.0	1740.0	609.0	3.0	3533.0	925.0	16.0	175.0	209.0	21.0	5.0	746.0	348.0	29.0	674.0	377.0
gRNA_3251	Epha5	1535.0	1595.0	1297.0	1813.0	1043.0	2741.0	362.0	1560.0	313.0	496.0	430.0	182.0	69.0	7.0	8.0	2041.0	659.0	34.0	751.0	895.0
gRNA_3283	Epha5	1535.0	1251.0	837.0	756.0	170.0	603.0	382.0	202.0	50.0	17.0	134.0	90.0	139.0	20.0	0.0	243.0	71.0	2.0	153.0	80.0
gRNA_3313	Epha7	3383.0	1451.0	2600.0	2967.0	415.0	521.0	646.0	1547.0	238.0	36.0	22.0	314.0	213.0	20.0	4.0	823.0	244.0	6.0	397.0	304.0
gRNA_3314	Epha7	657.0	1973.0	648.0	551.0	1119.0	664.0	473.0	393.0	129.0	135.0	268.0	200.0	307.0	48.0	5.0	914.0	327.0	29.0	642.0	441.0
gRNA_3340	Epha7	2691.0	4016.0	5623.0	2899.0	2242.0	4081.0	723.0	8048.0	660.0	948.0	66.0	79.0	130.0	13.0	9.0	2736.0	753.0	24.0	521.0	976.0
gRNA_3341	Epha7	987.0	825.0	394.0	1132.0	382.0	1211.0	387.0	503.0	55.0	3042.0	18.0	127.0	60.0	7.0	3.0	1075.0	239.0	7.0	374.0	250.0
gRNA_3383	Epha7	121.0	827.0	540.0	93.0	208.0	304.0	94.0	1762.0	117.0	99.0	16.0	189.0	224.0	19.0	0.0	1479.0	960.0	30.0	919.0	926.0
gRNA_3415	Ephb1	619.0	498.0	1175.0	864.0	273.0	864.0	1027.0	459.0	42.0	121.0	356.0	68.0	66.0	5.0	3.0	1097.0	235.0	6.0	208.0	270.0
gRNA_3416	Ephb1	504.0	265.0	546.0	479.0	67.0	575.0	10.0	9.0	6.0	118.0	9.0	158.0	150.0	10.0	0.0	548.0	269.0	7.0	182.0	188.0
gRNA_3469	Erbb2	390.0	994.0	937.0	469.0	260.0	824.0	81.0	24.0	13.0	6956.0	32.0	58.0	116.0	16.0	2.0	2666.0	1439.0	39.0	1088.0	1253.0
gRNA_3470	Erbb2	141.0	399.0	934.0	422.0	120.0	512.0	217.0	95.0	21.0	3679.0	102.0	37.0	37.0	0.0	6.0	611.0	378.0	15.0	309.0	149.0
gRNA_3471	Erbb2	601.0	240.0	830.0	78.0	194.0	609.0	2011.0	19.0	5.0	95.0	91.0	22.0	22.0	4.0	25.0	1630.0	759.0	26.0	1005.0	581.0
gRNA_3502	Erbb2	3870.0	2448.0	2327.0	3591.0	437.0	1788.0	2317.0	8594.0	717.0	2400.0	736.0	57.0	162.0	32.0	15.0	1668.0	881.0	37.0	752.0	554.0
gRNA_3503	Erbb2	418.0	664.0	463.0	374.0	311.0	194.0	593.0	145.0	512.0	2183.0	684.0	54.0	263.0	29.0	2.0	334.0	159.0	1.0	192.0	66.0
gRNA_3510	Erbb2	195.0	171.0	231.0	90.0	135.0	44.0	82.0	776.0	54.0	0.0	14.0	14.0	100.0	10.0	0.0	55.0	3.0	1.0	47.0	0.0
gRNA_3511	Erbb2	3047.0	2347.0	1074.0	3287.0	398.0	574.0	1044.0	1215.0	436.0	1238.0	6.0	28.0	99.0	6.0	1.0	386.0	54.0	3.0	70.0	72.0
gRNA_3515	Erbb2	1347.0	966.0	915.0	538.0	273.0	108.0	147.0	45.0	66.0	135.0	3.0	349.0	285.0	32.0	5.0	2287.0	952.0	28.0	827.0	969.0
gRNA_3516	Erbb3	1998.0	1942.0	1792.0	3261.0	464.0	707.0	1470.0	2049.0	207.0	58.0	34.0	341.0	289.0	45.0	8.0	2082.0	554.0	24.0	510.0	445.0
gRNA_3517	Erbb3	608.0	1772.0	1954.0	746.0	332.0	2705.0	1733.0	121.0	284.0	97.0	782.0	85.0	169.0	16.0	2.0	818.0	381.0	5.0	490.0	258.0
gRNA_3518	Erbb3	2442.0	885.0	1192.0	806.0	445.0	339.0	6585.0	703.0	69.0	52.0	3.0	202.0	263.0	19.0	5.0	1014.0	534.0	15.0	469.0	287.0
gRNA_3522	Erbb3	232.0	866.0	81.0	142.0	103.0	71.0	153.0	1.0	7.0	5.0	24.0	224.0	519.0	49.0	1.0	774.0	425.0	15.0	415.0	155.0
gRNA_3523	Erbb3	2312.0	1611.0	304.0	668.0	549.0	758.0	146.0	362.0	41.0	410.0	444.0	99.0	40.0	3.0	4.0	289.0	237.0	15.0	88.0	127.0
gRNA_3524	Erbb3	195.0	482.0	487.0	45.0	4.0	238.0	266.0	941.0	78.0	9.0	0.0	55.0	136.0	16.0	1.0	458.0	330.0	34.0	121.0	241.0
gRNA_3525	Erbb3	2050.0	780.0	1357.0	2091.0	236.0	430.0	315.0	267.0	58.0	175.0	97.0	43.0	145.0	20.0	3.0	553.0	210.0	6.0	131.0	433.0
gRNA_3543	Erbb3	1344.0	1361.0	742.0	693.0	468.0	2007.0	626.0	208.0	683.0	203.0	12872.0	69.0	53.0	56.0	26.0	1864.0	851.0	54.0	1432.0	1203.0
gRNA_3544	Erbb3	1205.0	3630.0	2667.0	1104.0	185.0	4802.0	254.0	42986.0	3054.0	571.0	13.0	54.0	83.0	16.0	7.0	1756.0	1014.0	35.0	666.0	916.0
gRNA_3545	Erbb3	1309.0	2085.0	897.0	388.0	184.0	830.0	76.0	789.0	70.0	114.0	4.0	143.0	167.0	15.0	3.0	281.0	102.0	6.0	83.0	90.0
gRNA_3569	Erbb3	2084.0	4038.0	2283.0	1569.0	529.0	2258.0	697.0	663.0	70.0	17.0	2.0	166.0	189.0	31.0	8.0	1456.0	617.0	21.0	542.0	661.0
gRNA_3570	Erbb3	3012.0	3572.0	2599.0	2987.0	1663.0	2964.0	190.0	2040.0	264.0	5714.0	161.0	80.0	108.0	11.0	5.0	1374.0	454.0	14.0	298.0	412.0
gRNA_3571	Erbb3	836.0	621.0	234.0	1230.0	124.0	50.0	186.0	200.0	39.0	6824.0	29.0	21.0	101.0	6.0	4.0	700.0	284.0	5.0	302.0	402.0
gRNA_3572	Erbb3	1301.0	869.0	577.0	3759.0	623.0	341.0	546.0	5827.0	472.0	82.0	107.0	160.0	164.0	13.0	4.0	1017.0	254.0	11.0	348.0	174.0
gRNA_3577	Erbb3	1444.0	537.0	1093.0	1530.0	145.0	526.0	260.0	96.0	41.0	87.0	123.0	3.0	52.0	4.0	1.0	1550.0	947.0	33.0	830.0	824.0
gRNA_3578	Erbb3	1921.0	1712.0	839.0	4222.0	327.0	593.0	967.0	1183.0	399.0	406.0	124.0	55.0	41.0	7.0	3.0	2216.0	1613.0	66.0	1561.0	1225.0
gRNA_3579	Erbb3	258.0	1093.0	1813.0	376.0	409.0	1655.0	38.0	216.0	2724.0	6.0	23.0	84.0	88.0	6.0	4.0	510.0	442.0	9.0	144.0	108.0
gRNA_3580	Erbb3	2619.0	3126.0	919.0	2780.0	305.0	659.0	2792.0	10385.0	807.0	43.0	222.0	0.0	2.0	4.0	10.0	1240.0	689.0	28.0	467.0	833.0
gRNA_3626	Erbb4	5748.0	1838.0	2656.0	2565.0	293.0	4062.0	1891.0	57625.0	4997.0	62.0	19447.0	29.0	24.0	34.0	31.0	128.0	24.0	32.0	52.0	58.0
gRNA_3666	Ercc2	0.0	73.0	0.0	0.0	130.0	0.0	0.0	0.0	2.0	124.0	112.0	129.0	225.0	34.0	0.0	8.0	6.0	1.0	6.0	0.0
gRNA_3676	Ercc2	1706.0	1933.0	814.0	1805.0	1358.0	788.0	290.0	642.0	93.0	135.0	4.0	97.0	465.0	45.0	3.0	684.0	170.0	4.0	211.0	245.0
gRNA_3677	Ercc2	1922.0	657.0	585.0	2117.0	795.0	486.0	10.0	1272.0	258.0	185.0	95.0	244.0	216.0	17.0	3.0	340.0	224.0	4.0	104.0	155.0
gRNA_3679	Ercc2	379.0	512.0	121.0	91.0	65.0	693.0	1691.0	140.0	259.0	2064.0	152.0	12.0	95.0	44.0	3.0	1430.0	1171.0	51.0	1395.0	1157.0
gRNA_3680	Ercc2	1182.0	2523.0	720.0	1129.0	2852.0	1250.0	1294.0	2772.0	571.0	749.0	125.0	310.0	376.0	48.0	6.0	3055.0	2522.0	90.0	2635.0	1496.0
gRNA_3681	Ercc2	1304.0	1010.0	1000.0	664.0	581.0	2683.0	558.0	80.0	116.0	116.0	187.0	0.0	0.0	0.0	18.0	1270.0	968.0	72.0	1084.0	735.0
gRNA_3682	Ercc2	603.0	1794.0	1289.0	651.0	1118.0	972.0	129.0	4.0	47.0	194.0	2.0	0.0	0.0	1.0	1.0	485.0	222.0	25.0	759.0	392.0
gRNA_3685	Ercc2	858.0	476.0	548.0	274.0	190.0	931.0	783.0	12.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	785.0	456.0	16.0	333.0	146.0
gRNA_3686	Ercc2	0.0	25.0	19.0	0.0	24.0	0.0	0.0	0.0	122.0	0.0	120.0	0.0	0.0	0.0	0.0	78.0	20.0	7.0	27.0	71.0
gRNA_3692	Ercc2	633.0	1025.0	732.0	252.0	574.0	761.0	214.0	153.0	14.0	30.0	124.0	106.0	186.0	12.0	4.0	913.0	396.0	7.0	334.0	291.0
gRNA_3693	Ercc2	2961.0	5674.0	4274.0	2531.0	1098.0	1241.0	3350.0	153.0	70.0	4334.0	93.0	64.0	154.0	24.0	6.0	3141.0	1996.0	119.0	1609.0	1580.0
gRNA_3694	Ercc2	767.0	1418.0	229.0	1723.0	340.0	521.0	1136.0	600.0	73.0	254.0	128.0	125.0	51.0	8.0	4.0	1283.0	471.0	15.0	387.0	378.0
gRNA_3698	Ercc2	527.0	348.0	528.0	395.0	85.0	261.0	579.0	1224.0	113.0	34.0	246.0	79.0	51.0	12.0	2.0	463.0	306.0	12.0	122.0	119.0
gRNA_3699	Ercc2	494.0	1281.0	503.0	256.0	139.0	143.0	555.0	4.0	68.0	8.0	4.0	248.0	193.0	22.0	2.0	703.0	550.0	20.0	413.0	108.0
gRNA_3703	Ercc2	169.0	16.0	266.0	83.0	14.0	69.0	55.0	0.0	1.0	0.0	0.0	89.0	239.0	26.0	3.0	107.0	38.0	2.0	25.0	37.0
gRNA_3704	Ercc2	473.0	1621.0	1257.0	807.0	319.0	289.0	838.0	13510.0	1055.0	317.0	219.0	71.0	268.0	22.0	10.0	714.0	141.0	15.0	113.0	239.0
gRNA_3705	Ercc2	1274.0	2232.0	4269.0	1566.0	136.0	7242.0	233.0	16049.0	1142.0	83.0	607.0	142.0	398.0	35.0	13.0	466.0	306.0	14.0	309.0	276.0
gRNA_3711	Ercc2	1401.0	1534.0	4377.0	902.0	707.0	425.0	4092.0	52.0	31.0	20.0	1305.0	34.0	85.0	13.0	65.0	1291.0	524.0	16.0	402.0	242.0
gRNA_3712	Ercc2	694.0	1052.0	620.0	794.0	85.0	324.0	327.0	3.0	109.0	120.0	137.0	247.0	52.0	8.0	4.0	1225.0	836.0	18.0	656.0	487.0
gRNA_3754	Ercc4	2643.0	2379.0	2725.0	1923.0	411.0	3346.0	2233.0	226.0	120.0	140.0	29.0	26.0	123.0	12.0	6.0	386.0	57.0	6.0	297.0	131.0
gRNA_3755	Ercc4	1283.0	1772.0	1157.0	1627.0	255.0	1717.0	464.0	164.0	41.0	3.0	1.0	145.0	188.0	21.0	8.0	244.0	75.0	4.0	64.0	99.0
gRNA_3804	Erg	689.0	791.0	292.0	337.0	128.0	398.0	289.0	80.0	10.0	31.0	8094.0	5.0	72.0	16.0	9.0	77.0	39.0	9.0	15.0	10.0
gRNA_3805	Erg	1102.0	606.0	300.0	426.0	155.0	123.0	163.0	334.0	38.0	553.0	2.0	130.0	642.0	51.0	5.0	32.0	0.0	1.0	2.0	7.0
gRNA_3806	Erg	1232.0	1617.0	1467.0	1365.0	103.0	3143.0	499.0	2637.0	251.0	37.0	67.0	1.0	1.0	0.0	2.0	90.0	17.0	2.0	12.0	13.0
gRNA_3838	Esr1	451.0	529.0	2.0	647.0	240.0	157.0	1.0	1.0	11.0	0.0	0.0	107.0	103.0	14.0	3.0	916.0	654.0	9.0	291.0	165.0
gRNA_3842	Esr1	719.0	1824.0	949.0	873.0	840.0	564.0	1186.0	135.0	2269.0	205.0	1.0	479.0	590.0	294.0	20.0	1895.0	768.0	26.0	647.0	660.0
gRNA_3843	Esr1	1241.0	772.0	279.0	1146.0	60.0	1057.0	2426.0	382.0	281.0	228.0	249.0	200.0	204.0	36.0	8.0	1875.0	1327.0	70.0	780.0	548.0
gRNA_3861	Esr1	559.0	107.0	708.0	601.0	276.0	11.0	1130.0	460.0	43.0	0.0	284.0	61.0	0.0	1.0	3.0	1455.0	529.0	11.0	466.0	539.0
gRNA_3868	Esr1	901.0	1551.0	857.0	680.0	425.0	2883.0	857.0	659.0	603.0	1594.0	1242.0	1.0	3.0	6.0	7.0	2234.0	766.0	24.0	715.0	727.0
gRNA_3905	Etv6	50.0	143.0	5.0	29.0	1.0	56.0	8.0	0.0	2.0	5.0	0.0	116.0	76.0	6.0	0.0	253.0	68.0	2.0	37.0	81.0
gRNA_3906	Etv6	324.0	562.0	61.0	141.0	155.0	68.0	10.0	26.0	3.0	48.0	5.0	114.0	66.0	7.0	1.0	134.0	96.0	3.0	1.0	4.0
gRNA_3907	Etv6	712.0	264.0	371.0	395.0	111.0	82.0	844.0	13.0	16.0	15.0	178.0	7.0	115.0	12.0	0.0	214.0	102.0	2.0	43.0	95.0
gRNA_3908	Etv6	3566.0	6870.0	8165.0	1352.0	891.0	1197.0	2885.0	46.0	224.0	161.0	133.0	0.0	0.0	4.0	6.0	308.0	89.0	7.0	94.0	117.0
gRNA_3909	Etv6	3654.0	3313.0	2255.0	3621.0	1106.0	2394.0	1528.0	10650.0	918.0	188.0	117.0	45.0	71.0	11.0	5.0	537.0	123.0	10.0	185.0	167.0
gRNA_3923	Etv6	1441.0	1495.0	961.0	797.0	153.0	3208.0	395.0	54.0	20.0	123.0	2.0	251.0	274.0	28.0	4.0	2072.0	762.0	21.0	457.0	690.0
gRNA_3924	Etv6	5995.0	2215.0	2014.0	1843.0	453.0	1163.0	1759.0	1385.0	472.0	2180.0	1260.0	146.0	106.0	27.0	11.0	2770.0	1435.0	41.0	1465.0	1474.0
gRNA_3925	Etv6	2881.0	2972.0	1074.0	1581.0	403.0	641.0	473.0	225.0	62.0	451.0	2540.0	139.0	179.0	18.0	7.0	622.0	160.0	8.0	72.0	108.0
gRNA_3926	Etv6	1615.0	2035.0	745.0	1659.0	311.0	397.0	3037.0	1492.0	183.0	170.0	126.0	134.0	373.0	45.0	2.0	314.0	54.0	5.0	72.0	64.0
gRNA_3964	Ezh2	871.0	1172.0	654.0	448.0	297.0	890.0	2118.0	31.0	116.0	1382.0	256.0	72.0	84.0	6.0	3.0	963.0	326.0	19.0	212.0	190.0
gRNA_3975	Ezh2	611.0	285.0	1328.0	232.0	165.0	1282.0	327.0	405.0	36.0	1.0	64.0	97.0	31.0	5.0	2.0	594.0	303.0	7.0	211.0	297.0
gRNA_3976	Ezh2	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	1.0	0.0	0.0	49.0	82.0	8.0	1.0	148.0	34.0	1.0	17.0	10.0
gRNA_3985	Ezh2	3679.0	2477.0	919.0	2976.0	331.0	625.0	553.0	145.0	52.0	249.0	125.0	117.0	196.0	27.0	4.0	141.0	18.0	2.0	27.0	42.0
gRNA_3995	Fas	2649.0	3573.0	2071.0	1696.0	1306.0	2244.0	3707.0	562.0	1984.0	3496.0	153.0	164.0	382.0	36.0	9.0	5235.0	3032.0	100.0	2556.0	2137.0
gRNA_3996	Fas	1614.0	1395.0	2852.0	609.0	1110.0	2150.0	2651.0	411.0	513.0	367.0	623.0	142.0	135.0	16.0	0.0	2262.0	1188.0	24.0	1139.0	1000.0
gRNA_4012	Fat1	159.0	831.0	1058.0	34.0	193.0	2119.0	266.0	34.0	7.0	154.0	268.0	149.0	112.0	7.0	2.0	630.0	278.0	8.0	218.0	142.0
gRNA_4021	Fat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gRNA_4032	Fat1	1393.0	678.0	1203.0	1321.0	34.0	1020.0	5150.0	4137.0	365.0	2108.0	10.0	511.0	283.0	31.0	5.0	233.0	101.0	4.0	217.0	151.0
gRNA_4033	Fat1	777.0	1093.0	577.0	374.0	286.0	1908.0	537.0	18.0	157.0	250.0	131.0	214.0	271.0	20.0	7.0	1562.0	1161.0	39.0	1269.0	1136.0
gRNA_4104	Fbxw7	1310.0	956.0	873.0	1201.0	230.0	854.0	407.0	703.0	84.0	437.0	605.0	0.0	0.0	1.0	4.0	417.0	103.0	7.0	131.0	174.0
gRNA_4105	Fbxw7	3131.0	5033.0	2731.0	1934.0	689.0	2547.0	1956.0	3898.0	360.0	179.0	617.0	66.0	205.0	21.0	11.0	272.0	73.0	8.0	48.0	82.0
gRNA_4106	Fbxw7	1577.0	1033.0	453.0	1258.0	130.0	995.0	623.0	89.0	27.0	359.0	11.0	19.0	46.0	5.0	4.0	393.0	80.0	7.0	48.0	61.0
gRNA_4111	Fbxw7	1133.0	1495.0	529.0	941.0	153.0	1152.0	238.0	2623.0	233.0	93.0	277.0	64.0	39.0	3.0	4.0	1144.0	637.0	15.0	354.0	572.0
gRNA_4116	Fbxw7	2531.0	3735.0	1244.0	1612.0	517.0	1310.0	151.0	906.0	102.0	663.0	1358.0	98.0	117.0	13.0	8.0	896.0	388.0	20.0	353.0	402.0
gRNA_4117	Fbxw7	1474.0	1651.0	733.0	2098.0	791.0	476.0	151.0	1458.0	141.0	81.0	94.0	44.0	123.0	9.0	6.0	2260.0	889.0	27.0	987.0	1482.0
gRNA_4118	Fbxw7	913.0	1904.0	836.0	2966.0	768.0	1018.0	2243.0	614.0	94.0	988.0	1516.0	55.0	277.0	36.0	7.0	392.0	139.0	4.0	66.0	142.0
gRNA_4119	Fbxw7	3161.0	2202.0	4862.0	1761.0	348.0	4014.0	1054.0	571.0	79.0	3463.0	74.0	0.0	1.0	2.0	10.0	811.0	429.0	10.0	285.0	309.0
gRNA_4141	Fbxw7	2963.0	969.0	2093.0	930.0	774.0	762.0	2364.0	48.0	29.0	62.0	417.0	102.0	313.0	38.0	4.0	913.0	173.0	8.0	273.0	213.0
gRNA_4142	Fbxw7	1045.0	2568.0	428.0	2168.0	728.0	1075.0	1622.0	1008.0	106.0	217.0	26.0	188.0	129.0	8.0	3.0	461.0	182.0	6.0	114.0	118.0
gRNA_4143	Fbxw7	1148.0	1834.0	316.0	487.0	149.0	618.0	372.0	1000.0	96.0	3113.0	210.0	73.0	336.0	37.0	2.0	228.0	30.0	1.0	168.0	51.0
gRNA_4144	Fbxw7	971.0	1262.0	149.0	2014.0	111.0	41.0	4968.0	45.0	181.0	6127.0	18.0	14.0	84.0	9.0	5.0	310.0	163.0	4.0	106.0	39.0
gRNA_4191	Fgf4	165.0	258.0	335.0	207.0	137.0	710.0	12.0	1.0	10.0	61.0	0.0	454.0	124.0	13.0	6.0	1493.0	652.0	14.0	818.0	563.0
gRNA_4192	Fgf4	1578.0	1438.0	987.0	952.0	692.0	706.0	1046.0	498.0	226.0	368.0	435.0	276.0	189.0	28.0	15.0	1830.0	952.0	108.0	1067.0	1155.0
gRNA_4193	Fgf4	303.0	714.0	1016.0	1230.0	1249.0	1766.0	2934.0	796.0	811.0	980.0	830.0	87.0	93.0	28.0	23.0	981.0	882.0	21.0	1021.0	707.0
gRNA_4194	Fgf4	790.0	2369.0	1162.0	2461.0	588.0	1264.0	149.0	52.0	202.0	82.0	134.0	180.0	352.0	34.0	3.0	1597.0	1257.0	51.0	660.0	693.0
gRNA_4195	Fgf4	3677.0	8579.0	4754.0	2953.0	3055.0	6189.0	676.0	5828.0	453.0	777.0	443.0	221.0	365.0	42.0	14.0	2230.0	889.0	24.0	719.0	1056.0
gRNA_4213	Fgfr1	2802.0	1780.0	930.0	3528.0	85.0	148.0	689.0	5669.0	538.0	46.0	38.0	72.0	162.0	13.0	4.0	746.0	184.0	8.0	149.0	262.0
gRNA_4225	Fgfr1	2989.0	3046.0	3544.0	3060.0	248.0	2910.0	1457.0	8977.0	748.0	83.0	2272.0	85.0	135.0	14.0	10.0	1205.0	426.0	27.0	477.0	539.0
gRNA_4226	Fgfr1	2442.0	3346.0	1626.0	441.0	1057.0	812.0	628.0	22368.0	1702.0	152.0	17556.0	173.0	175.0	41.0	26.0	1099.0	410.0	46.0	390.0	489.0
gRNA_4246	Fgfr2	279.0	320.0	334.0	102.0	134.0	102.0	412.0	35.0	6.0	22.0	0.0	279.0	259.0	24.0	3.0	132.0	106.0	0.0	18.0	39.0
gRNA_4247	Fgfr2	3014.0	6977.0	1908.0	2810.0	1362.0	1387.0	4940.0	335.0	79.0	89.0	549.0	0.0	4.0	3.0	7.0	1490.0	542.0	12.0	295.0	387.0
gRNA_4248	Fgfr2	914.0	1262.0	1655.0	2241.0	402.0	1208.0	498.0	24651.0	1862.0	29.0	247.0	3.0	1.0	5.0	3.0	413.0	155.0	3.0	76.0	136.0
gRNA_4261	Fgfr2	1363.0	1420.0	529.0	1260.0	83.0	1744.0	404.0	189.0	43.0	2498.0	144.0	305.0	107.0	39.0	4.0	650.0	251.0	5.0	288.0	111.0
gRNA_4262	Fgfr2	254.0	178.0	532.0	104.0	346.0	538.0	13.0	8.0	2.0	71.0	8.0	41.0	106.0	3.0	1.0	45.0	34.0	1.0	1.0	19.0
gRNA_4263	Fgfr2	1106.0	1044.0	584.0	2740.0	211.0	395.0	520.0	549.0	66.0	76.0	70.0	60.0	13.0	1.0	0.0	245.0	99.0	3.0	79.0	95.0
gRNA_4302	Fgfr3	96.0	11.0	217.0	51.0	127.0	406.0	3.0	14.0	2.0	65.0	0.0	6.0	51.0	19.0	8.0	758.0	459.0	44.0	337.0	395.0
