sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_2683	Dnmt3a	300.0	852.0	414.0	437.0	9002.0	1620.0	631.0	1692.0	877.0	1297.0	1174.0	1903.0	669.0	338.0	288.0	765.0	699.0	1133.0	1160.0	778.0	838.0	869.0	1202.0	624.0
gRNA_2684	Dnmt3a	718.0	772.0	382.0	413.0	479.0	556.0	513.0	710.0	394.0	182.0	163.0	70.0	684.0	218.0	218.0	630.0	476.0	850.0	827.0	516.0	656.0	552.0	912.0	549.0
gRNA_2691	Dnmt3a	377.0	671.0	346.0	1032.0	1676.0	1246.0	579.0	515.0	478.0	205.0	468.0	682.0	1385.0	280.0	811.0	935.0	1102.0	1217.0	1135.0	1090.0	1108.0	784.0	1434.0	669.0
gRNA_2692	Dnmt3a	449.0	1373.0	937.0	709.0	2000.0	5362.0	1629.0	2819.0	1376.0	387.0	997.0	928.0	1265.0	1284.0	1211.0	945.0	1650.0	1115.0	1031.0	1646.0	1228.0	928.0	2046.0	659.0
gRNA_2693	Dnmt3a	470.0	1417.0	582.0	716.0	1119.0	3015.0	1255.0	776.0	1980.0	896.0	1341.0	1364.0	1581.0	1247.0	1250.0	1208.0	1595.0	1650.0	1693.0	1076.0	1539.0	1074.0	1890.0	1152.0
gRNA_2694	Dnmt3a	716.0	1262.0	927.0	849.0	847.0	1240.0	739.0	845.0	599.0	223.0	210.0	319.0	4135.0	703.0	691.0	975.0	1574.0	1302.0	2104.0	1264.0	1138.0	850.0	1155.0	725.0
gRNA_2696	Dnmt3a	235.0	800.0	617.0	480.0	779.0	1379.0	841.0	305.0	3196.0	1814.0	2302.0	1366.0	416.0	164.0	516.0	648.0	834.0	749.0	801.0	734.0	529.0	594.0	667.0	520.0
gRNA_2697	Dnmt3a	577.0	1606.0	877.0	1204.0	4177.0	1916.0	940.0	1486.0	3294.0	434.0	185.0	785.0	3944.0	7739.0	598.0	859.0	1299.0	1191.0	1155.0	915.0	821.0	696.0	972.0	593.0
gRNA_2698	Dnmt3a	493.0	2347.0	815.0	806.0	5460.0	8022.0	1503.0	719.0	4053.0	920.0	1269.0	415.0	3452.0	200.0	1127.0	1210.0	2117.0	2136.0	1905.0	1528.0	1634.0	1257.0	1727.0	775.0
gRNA_2702	Dnmt3a	32.0	224.0	47.0	139.0	119.0	286.0	22.0	93.0	107.0	18.0	63.0	35.0	108.0	6.0	131.0	141.0	106.0	201.0	164.0	127.0	234.0	113.0	156.0	293.0
gRNA_2703	Dnmt3a	382.0	833.0	289.0	148.0	400.0	1074.0	422.0	195.0	1323.0	505.0	109.0	104.0	91.0	40.0	49.0	287.0	152.0	461.0	550.0	563.0	626.0	480.0	821.0	458.0
gRNA_2723	Dnmt3a	351.0	2538.0	1063.0	613.0	927.0	3329.0	1332.0	217.0	935.0	133.0	578.0	157.0	132.0	276.0	391.0	496.0	611.0	777.0	457.0	468.0	579.0	420.0	829.0	564.0
gRNA_2724	Dnmt3a	473.0	1000.0	338.0	444.0	275.0	435.0	969.0	187.0	277.0	502.0	216.0	178.0	601.0	472.0	206.0	431.0	285.0	433.0	361.0	242.0	515.0	353.0	626.0	657.0
gRNA_2739	Dnmt3a	543.0	2218.0	652.0	798.0	6946.0	3898.0	1326.0	3082.0	830.0	1287.0	299.0	855.0	1846.0	272.0	1476.0	1106.0	1936.0	1593.0	2236.0	1120.0	1469.0	995.0	1300.0	1053.0
gRNA_2747	Dnmt3a	142.0	404.0	307.0	244.0	213.0	1372.0	452.0	229.0	684.0	431.0	254.0	77.0	1805.0	269.0	76.0	299.0	157.0	403.0	616.0	530.0	482.0	341.0	402.0	394.0
gRNA_2748	Dnmt3a	120.0	158.0	45.0	30.0	74.0	252.0	117.0	21.0	88.0	236.0	23.0	757.0	296.0	25.0	18.0	248.0	179.0	56.0	191.0	140.0	214.0	92.0	104.0	323.0
gRNA_2775	Dnmt3a	637.0	1399.0	360.0	543.0	519.0	1569.0	1181.0	374.0	680.0	280.0	508.0	588.0	1264.0	339.0	242.0	486.0	244.0	762.0	1084.0	1139.0	1071.0	1030.0	1361.0	528.0
gRNA_2776	Dnmt3a	208.0	1048.0	251.0	263.0	1748.0	1057.0	291.0	207.0	526.0	215.0	574.0	818.0	108.0	37.0	470.0	529.0	695.0	959.0	945.0	703.0	740.0	738.0	956.0	637.0
gRNA_2777	Dnmt3a	967.0	1929.0	686.0	1249.0	979.0	1756.0	879.0	466.0	1519.0	549.0	917.0	79.0	659.0	162.0	229.0	749.0	686.0	628.0	601.0	630.0	590.0	348.0	827.0	632.0
gRNA_2778	Dnmt3a	268.0	420.0	224.0	333.0	604.0	626.0	797.0	322.0	285.0	316.0	215.0	519.0	548.0	88.0	183.0	543.0	378.0	584.0	983.0	565.0	638.0	563.0	813.0	464.0
gRNA_2784	Dnmt3a	82.0	382.0	139.0	195.0	162.0	169.0	115.0	99.0	150.0	27.0	92.0	1658.0	124.0	39.0	127.0	558.0	129.0	302.0	160.0	151.0	224.0	172.0	155.0	592.0
gRNA_2785	Dnmt3a	176.0	318.0	193.0	304.0	413.0	381.0	143.0	106.0	245.0	453.0	46.0	36.0	359.0	310.0	143.0	444.0	202.0	210.0	369.0	333.0	358.0	336.0	308.0	707.0
gRNA_2794	Dnmt3a	175.0	1279.0	608.0	405.0	1505.0	2043.0	1392.0	388.0	470.0	1085.0	1574.0	542.0	282.0	2357.0	1423.0	1309.0	1686.0	1031.0	1088.0	817.0	1327.0	1068.0	1737.0	988.0
gRNA_2802	Dnmt3a	166.0	501.0	298.0	281.0	951.0	2140.0	497.0	187.0	561.0	199.0	266.0	47.0	150.0	687.0	667.0	949.0	1276.0	1273.0	2020.0	956.0	1079.0	707.0	1236.0	577.0
gRNA_2803	Dnmt3a	220.0	1479.0	496.0	762.0	1565.0	961.0	1673.0	681.0	718.0	359.0	121.0	480.0	2691.0	1016.0	951.0	1011.0	1566.0	1407.0	1181.0	1056.0	1192.0	748.0	1589.0	802.0
gRNA_2810	Dnmt3a	574.0	1804.0	328.0	463.0	1696.0	1813.0	418.0	286.0	1226.0	287.0	41.0	2032.0	224.0	98.0	109.0	316.0	205.0	804.0	707.0	774.0	690.0	520.0	1090.0	422.0
gRNA_2842	Dot1l	272.0	596.0	186.0	659.0	459.0	619.0	325.0	285.0	339.0	375.0	54.0	118.0	1708.0	2230.0	195.0	561.0	495.0	1037.0	670.0	597.0	850.0	532.0	806.0	619.0
gRNA_2891	Drosha	140.0	255.0	73.0	261.0	847.0	618.0	263.0	177.0	221.0	347.0	60.0	131.0	99.0	238.0	455.0	725.0	673.0	596.0	693.0	483.0	625.0	522.0	683.0	581.0
gRNA_2892	Drosha	202.0	489.0	72.0	181.0	501.0	591.0	225.0	129.0	174.0	37.0	687.0	7.0	74.0	146.0	195.0	424.0	349.0	850.0	390.0	382.0	403.0	299.0	243.0	400.0
gRNA_2914	Drosha	183.0	508.0	193.0	280.0	652.0	653.0	620.0	182.0	419.0	224.0	361.0	65.0	399.0	174.0	175.0	508.0	622.0	365.0	534.0	682.0	525.0	346.0	437.0	351.0
gRNA_2917	Dtx1	147.0	589.0	130.0	203.0	291.0	406.0	293.0	135.0	180.0	130.0	144.0	76.0	404.0	177.0	178.0	482.0	315.0	390.0	311.0	300.0	238.0	221.0	335.0	452.0
gRNA_2918	Dtx1	693.0	1946.0	780.0	613.0	1176.0	1724.0	1090.0	248.0	626.0	726.0	486.0	840.0	1668.0	1785.0	852.0	1252.0	955.0	667.0	1277.0	1201.0	830.0	882.0	1414.0	1064.0
gRNA_2947	Eed	209.0	1244.0	300.0	497.0	439.0	1112.0	1143.0	145.0	1043.0	274.0	156.0	267.0	2813.0	988.0	611.0	623.0	658.0	1000.0	961.0	563.0	561.0	327.0	655.0	588.0
gRNA_2949	Eed	310.0	1199.0	954.0	869.0	705.0	5114.0	3372.0	835.0	507.0	306.0	423.0	257.0	731.0	867.0	539.0	1029.0	956.0	1020.0	1543.0	1074.0	986.0	723.0	1049.0	631.0
gRNA_2950	Eed	151.0	521.0	140.0	84.0	641.0	701.0	259.0	142.0	645.0	246.0	70.0	28.0	157.0	591.0	163.0	372.0	360.0	373.0	514.0	357.0	546.0	229.0	289.0	380.0
gRNA_2951	Eed	223.0	736.0	196.0	439.0	605.0	630.0	259.0	192.0	1193.0	213.0	52.0	152.0	906.0	54.0	292.0	560.0	549.0	673.0	709.0	430.0	640.0	321.0	746.0	413.0
gRNA_2952	Eed	106.0	214.0	119.0	132.0	269.0	801.0	166.0	76.0	230.0	39.0	223.0	101.0	470.0	406.0	156.0	493.0	311.0	354.0	668.0	309.0	232.0	212.0	316.0	366.0
gRNA_2956	Eed	101.0	162.0	128.0	134.0	5519.0	745.0	305.0	127.0	238.0	18.0	1262.0	115.0	160.0	76.0	390.0	599.0	495.0	574.0	830.0	689.0	468.0	446.0	629.0	415.0
gRNA_2957	Eed	255.0	574.0	824.0	840.0	2813.0	1920.0	1297.0	333.0	1291.0	598.0	2055.0	1249.0	947.0	1281.0	508.0	783.0	737.0	572.0	917.0	749.0	1026.0	608.0	928.0	686.0
gRNA_2963	Egfr	259.0	445.0	260.0	470.0	600.0	750.0	533.0	693.0	279.0	204.0	31.0	142.0	863.0	761.0	630.0	716.0	772.0	675.0	685.0	742.0	854.0	545.0	598.0	454.0
gRNA_2971	Egfr	948.0	674.0	253.0	879.0	3391.0	1191.0	1210.0	595.0	1132.0	8918.0	703.0	328.0	3676.0	79.0	1159.0	1316.0	1532.0	2022.0	1370.0	1527.0	1458.0	1084.0	1568.0	836.0
gRNA_2975	Egfr	100.0	334.0	150.0	133.0	245.0	390.0	206.0	116.0	165.0	100.0	10.0	16.0	237.0	16.0	98.0	441.0	323.0	487.0	383.0	540.0	246.0	445.0	428.0	492.0
gRNA_2981	Egfr	408.0	703.0	399.0	420.0	1278.0	1647.0	949.0	472.0	327.0	350.0	1502.0	586.0	1266.0	316.0	1071.0	1188.0	1393.0	896.0	1133.0	1055.0	1174.0	914.0	1379.0	662.0
gRNA_3011	Egfr	1855.0	6379.0	2879.0	3369.0	3352.0	7613.0	2526.0	2683.0	2552.0	619.0	574.0	862.0	1647.0	902.0	362.0	868.0	823.0	1549.0	1589.0	1373.0	1269.0	932.0	1564.0	686.0
gRNA_3012	Egfr	620.0	2136.0	926.0	427.0	1851.0	1044.0	1009.0	852.0	726.0	171.0	568.0	2365.0	984.0	456.0	69.0	588.0	313.0	860.0	1618.0	682.0	972.0	581.0	943.0	531.0
gRNA_3021	Egfr	227.0	759.0	500.0	591.0	1153.0	1404.0	1061.0	833.0	552.0	415.0	134.0	7629.0	1057.0	1203.0	331.0	814.0	1133.0	1396.0	1169.0	901.0	1563.0	1064.0	1276.0	685.0
gRNA_3025	Eif1ad19	169.0	550.0	382.0	456.0	1577.0	1824.0	381.0	1136.0	728.0	511.0	1562.0	489.0	1657.0	346.0	451.0	1159.0	1152.0	966.0	1109.0	1021.0	1047.0	694.0	1037.0	644.0
gRNA_3026	Eif1ad19	483.0	1040.0	619.0	753.0	2551.0	2158.0	1361.0	823.0	1064.0	866.0	204.0	880.0	1726.0	2633.0	904.0	1692.0	1772.0	1790.0	2014.0	1637.0	1431.0	1110.0	1733.0	1021.0
gRNA_3030	Eif1ad19	443.0	1623.0	753.0	1051.0	2771.0	1413.0	1095.0	978.0	970.0	913.0	1049.0	197.0	456.0	750.0	388.0	964.0	859.0	1544.0	1507.0	1038.0	1427.0	1064.0	1293.0	654.0
gRNA_3031	Eif1ad19	373.0	1664.0	403.0	668.0	774.0	597.0	850.0	241.0	535.0	283.0	171.0	1538.0	1248.0	44.0	125.0	703.0	510.0	952.0	1105.0	662.0	1266.0	955.0	1184.0	699.0
gRNA_3032	Eif1ad19	345.0	1042.0	677.0	415.0	1213.0	739.0	608.0	762.0	752.0	711.0	158.0	1897.0	278.0	653.0	213.0	775.0	591.0	578.0	1029.0	932.0	839.0	484.0	896.0	747.0
gRNA_3033	Eif1ad19	217.0	1541.0	948.0	1071.0	712.0	1131.0	2667.0	879.0	395.0	633.0	1103.0	3858.0	409.0	462.0	224.0	672.0	730.0	725.0	599.0	463.0	1024.0	408.0	703.0	486.0
gRNA_3034	Eif1ad19	273.0	440.0	345.0	500.0	257.0	582.0	972.0	141.0	325.0	506.0	16.0	454.0	180.0	216.0	189.0	630.0	740.0	427.0	620.0	835.0	935.0	518.0	727.0	470.0
gRNA_3046	Elf3	155.0	974.0	273.0	275.0	593.0	483.0	475.0	172.0	298.0	167.0	1487.0	1130.0	1030.0	189.0	259.0	509.0	848.0	864.0	902.0	564.0	957.0	611.0	583.0	448.0
gRNA_3047	Elf3	56.0	97.0	25.0	53.0	162.0	69.0	48.0	30.0	112.0	436.0	22.0	81.0	19.0	1.0	21.0	125.0	105.0	202.0	82.0	97.0	68.0	128.0	240.0	97.0
gRNA_3048	Elf3	232.0	761.0	1850.0	411.0	564.0	588.0	570.0	764.0	2140.0	31.0	15.0	495.0	148.0	439.0	153.0	478.0	565.0	798.0	506.0	724.0	289.0	461.0	535.0	457.0
gRNA_3056	Ep300	636.0	804.0	949.0	473.0	1931.0	1376.0	369.0	457.0	280.0	160.0	437.0	1102.0	504.0	137.0	542.0	749.0	724.0	674.0	948.0	676.0	738.0	542.0	1200.0	481.0
gRNA_3060	Ep300	440.0	546.0	329.0	382.0	2785.0	5087.0	433.0	2767.0	2287.0	789.0	107.0	320.0	343.0	444.0	94.0	433.0	516.0	986.0	436.0	765.0	636.0	372.0	671.0	278.0
gRNA_3061	Ep300	464.0	663.0	832.0	705.0	1213.0	520.0	1058.0	264.0	700.0	188.0	126.0	4562.0	287.0	1543.0	239.0	789.0	919.0	744.0	928.0	1135.0	900.0	562.0	883.0	518.0
gRNA_3084	Ep300	136.0	415.0	292.0	211.0	519.0	415.0	213.0	168.0	251.0	95.0	5.0	167.0	219.0	233.0	8.0	122.0	30.0	301.0	317.0	274.0	136.0	63.0	23.0	201.0
gRNA_3085	Ep300	83.0	430.0	263.0	64.0	220.0	723.0	231.0	100.0	132.0	54.0	267.0	94.0	220.0	154.0	144.0	417.0	268.0	908.0	552.0	538.0	365.0	258.0	366.0	445.0
gRNA_3086	Ep300	127.0	284.0	186.0	232.0	581.0	690.0	674.0	184.0	331.0	33.0	110.0	1363.0	85.0	2198.0	54.0	178.0	128.0	742.0	377.0	544.0	706.0	377.0	306.0	267.0
gRNA_3089	Ep300	451.0	1081.0	1417.0	677.0	1393.0	1327.0	1720.0	951.0	402.0	1339.0	145.0	3220.0	1555.0	97.0	861.0	1191.0	1784.0	1379.0	1367.0	1448.0	1167.0	1262.0	1782.0	739.0
gRNA_3106	Ep300	136.0	201.0	347.0	267.0	2528.0	738.0	281.0	72.0	141.0	33.0	130.0	638.0	1455.0	36.0	262.0	512.0	538.0	829.0	604.0	369.0	684.0	348.0	536.0	476.0
gRNA_3107	Ep300	266.0	245.0	236.0	180.0	575.0	424.0	208.0	234.0	237.0	33.0	227.0	79.0	458.0	235.0	94.0	530.0	145.0	226.0	835.0	336.0	426.0	235.0	552.0	485.0
gRNA_3114	Ep300	988.0	1378.0	2004.0	1644.0	13266.0	7496.0	3166.0	603.0	4238.0	3309.0	203.0	334.0	1602.0	786.0	1295.0	1441.0	2332.0	1740.0	1789.0	1790.0	1726.0	1489.0	1593.0	879.0
gRNA_3115	Ep300	523.0	825.0	274.0	676.0	2130.0	1551.0	783.0	773.0	1105.0	2388.0	91.0	743.0	1157.0	408.0	523.0	884.0	1274.0	1366.0	1786.0	1080.0	942.0	583.0	886.0	619.0
gRNA_3142	Epha3	382.0	680.0	1077.0	1085.0	653.0	1228.0	666.0	405.0	465.0	232.0	314.0	228.0	236.0	186.0	716.0	566.0	1383.0	1283.0	1286.0	982.0	1041.0	605.0	1159.0	462.0
gRNA_3143	Epha3	276.0	625.0	548.0	662.0	1050.0	1368.0	573.0	230.0	868.0	404.0	158.0	3127.0	633.0	990.0	716.0	1193.0	1000.0	1219.0	1127.0	1315.0	1148.0	925.0	1180.0	591.0
gRNA_3220	Epha3	169.0	435.0	193.0	465.0	1463.0	1179.0	401.0	799.0	434.0	49.0	184.0	534.0	1123.0	369.0	172.0	464.0	671.0	507.0	870.0	594.0	677.0	356.0	568.0	355.0
gRNA_3221	Epha3	194.0	448.0	318.0	454.0	1124.0	1231.0	275.0	275.0	721.0	613.0	600.0	1257.0	1492.0	447.0	308.0	773.0	988.0	1610.0	898.0	821.0	1458.0	612.0	1284.0	515.0
gRNA_3224	Epha5	235.0	1962.0	1167.0	965.0	1470.0	4467.0	1905.0	307.0	984.0	11.0	542.0	989.0	3471.0	53.0	398.0	557.0	662.0	1083.0	761.0	720.0	542.0	610.0	805.0	424.0
gRNA_3225	Epha5	372.0	369.0	180.0	332.0	1033.0	2412.0	790.0	608.0	416.0	2267.0	186.0	87.0	384.0	61.0	230.0	496.0	572.0	554.0	445.0	456.0	624.0	278.0	508.0	446.0
gRNA_3249	Epha5	220.0	595.0	742.0	525.0	1482.0	1024.0	1734.0	296.0	405.0	591.0	219.0	823.0	702.0	1283.0	473.0	817.0	1070.0	1223.0	1161.0	1019.0	933.0	755.0	895.0	603.0
gRNA_3250	Epha5	496.0	1412.0	158.0	453.0	1423.0	1355.0	1078.0	328.0	281.0	176.0	961.0	335.0	575.0	250.0	725.0	728.0	1147.0	905.0	1122.0	813.0	970.0	737.0	994.0	594.0
gRNA_3251	Epha5	574.0	1940.0	766.0	1364.0	1257.0	2428.0	1890.0	481.0	1468.0	1520.0	375.0	766.0	1605.0	1732.0	627.0	1414.0	1003.0	2143.0	1937.0	1243.0	1683.0	1048.0	2095.0	990.0
gRNA_3283	Epha5	280.0	243.0	415.0	617.0	1644.0	1454.0	535.0	3541.0	1096.0	159.0	161.0	94.0	2205.0	378.0	393.0	710.0	888.0	1063.0	1076.0	759.0	917.0	470.0	896.0	488.0
gRNA_3313	Epha7	230.0	594.0	190.0	646.0	3551.0	491.0	767.0	254.0	1781.0	302.0	264.0	5.0	524.0	508.0	710.0	709.0	922.0	803.0	1444.0	1035.0	932.0	861.0	810.0	575.0
gRNA_3314	Epha7	240.0	544.0	563.0	386.0	670.0	1063.0	1120.0	264.0	911.0	212.0	174.0	2183.0	503.0	652.0	747.0	892.0	883.0	593.0	766.0	1037.0	1211.0	811.0	1446.0	618.0
gRNA_3340	Epha7	1093.0	1428.0	2060.0	675.0	2360.0	7236.0	2474.0	296.0	1689.0	774.0	317.0	985.0	1409.0	349.0	802.0	985.0	1434.0	1127.0	1691.0	1342.0	853.0	742.0	1069.0	621.0
gRNA_3341	Epha7	256.0	551.0	478.0	460.0	2713.0	1001.0	296.0	314.0	1129.0	156.0	190.0	333.0	766.0	442.0	1017.0	1271.0	1599.0	1620.0	1596.0	1185.0	1700.0	1049.0	1524.0	890.0
gRNA_3383	Epha7	165.0	332.0	152.0	106.0	519.0	1014.0	3029.0	170.0	641.0	82.0	30.0	244.0	1543.0	53.0	749.0	819.0	956.0	856.0	816.0	354.0	594.0	441.0	539.0	654.0
gRNA_3415	Ephb1	321.0	1155.0	684.0	544.0	1757.0	4501.0	2132.0	800.0	1316.0	341.0	397.0	524.0	237.0	377.0	704.0	1062.0	1000.0	1789.0	1381.0	1078.0	1155.0	1190.0	1565.0	879.0
gRNA_3416	Ephb1	426.0	1184.0	660.0	969.0	1131.0	1243.0	615.0	511.0	464.0	605.0	3753.0	322.0	186.0	38.0	380.0	905.0	634.0	730.0	795.0	679.0	735.0	536.0	1063.0	520.0
gRNA_3469	Erbb2	387.0	1145.0	394.0	545.0	1550.0	2087.0	383.0	294.0	676.0	1136.0	609.0	343.0	944.0	436.0	1247.0	852.0	1181.0	1374.0	1103.0	1044.0	911.0	773.0	1325.0	559.0
gRNA_3470	Erbb2	332.0	542.0	515.0	228.0	2063.0	993.0	499.0	134.0	417.0	328.0	138.0	318.0	152.0	1257.0	489.0	468.0	414.0	411.0	481.0	189.0	470.0	256.0	402.0	472.0
gRNA_3471	Erbb2	684.0	2735.0	916.0	977.0	2777.0	1679.0	1720.0	1092.0	724.0	434.0	140.0	1393.0	547.0	1831.0	745.0	750.0	979.0	1128.0	1461.0	640.0	705.0	760.0	1137.0	706.0
gRNA_3502	Erbb2	821.0	1804.0	598.0	791.0	1824.0	3437.0	911.0	268.0	1121.0	1676.0	192.0	3537.0	575.0	2651.0	533.0	1239.0	963.0	1191.0	1479.0	1355.0	1108.0	889.0	1415.0	926.0
gRNA_3503	Erbb2	585.0	754.0	585.0	403.0	849.0	797.0	364.0	269.0	424.0	176.0	210.0	152.0	441.0	395.0	231.0	617.0	273.0	322.0	700.0	450.0	723.0	384.0	635.0	648.0
gRNA_3510	Erbb2	87.0	617.0	385.0	262.0	663.0	384.0	264.0	103.0	196.0	26.0	64.0	2297.0	89.0	532.0	67.0	409.0	254.0	190.0	178.0	344.0	190.0	217.0	223.0	259.0
gRNA_3511	Erbb2	477.0	1141.0	514.0	621.0	799.0	1408.0	744.0	220.0	479.0	113.0	383.0	12.0	1066.0	242.0	195.0	622.0	568.0	582.0	540.0	345.0	634.0	503.0	565.0	512.0
gRNA_3515	Erbb2	505.0	2284.0	631.0	551.0	1779.0	2194.0	1536.0	384.0	1174.0	216.0	653.0	749.0	1991.0	236.0	1166.0	1025.0	1536.0	1387.0	1558.0	1041.0	967.0	760.0	1170.0	923.0
gRNA_3516	Erbb3	307.0	887.0	436.0	515.0	3245.0	912.0	1730.0	843.0	252.0	282.0	274.0	595.0	306.0	41.0	277.0	764.0	662.0	1115.0	954.0	721.0	779.0	1086.0	1399.0	730.0
gRNA_3517	Erbb3	346.0	1219.0	574.0	822.0	916.0	1055.0	1607.0	274.0	477.0	149.0	384.0	191.0	942.0	284.0	395.0	883.0	731.0	935.0	1268.0	724.0	822.0	766.0	1096.0	818.0
gRNA_3518	Erbb3	196.0	1232.0	267.0	464.0	761.0	3664.0	522.0	802.0	278.0	382.0	425.0	1169.0	676.0	594.0	660.0	761.0	994.0	773.0	917.0	768.0	772.0	878.0	1212.0	639.0
gRNA_3522	Erbb3	343.0	1022.0	233.0	844.0	541.0	1234.0	860.0	467.0	323.0	228.0	539.0	91.0	2774.0	480.0	168.0	317.0	194.0	529.0	622.0	663.0	693.0	466.0	714.0	466.0
gRNA_3523	Erbb3	210.0	1010.0	529.0	302.0	844.0	467.0	724.0	379.0	124.0	432.0	699.0	724.0	670.0	127.0	32.0	360.0	147.0	661.0	756.0	756.0	811.0	398.0	780.0	424.0
gRNA_3524	Erbb3	459.0	1036.0	488.0	1110.0	1538.0	807.0	1601.0	1664.0	1815.0	205.0	169.0	305.0	1114.0	2250.0	134.0	540.0	302.0	783.0	916.0	857.0	778.0	648.0	788.0	404.0
gRNA_3525	Erbb3	973.0	642.0	746.0	248.0	624.0	892.0	988.0	204.0	996.0	67.0	149.0	99.0	379.0	440.0	71.0	629.0	265.0	624.0	579.0	738.0	648.0	580.0	644.0	549.0
gRNA_3543	Erbb3	438.0	1341.0	518.0	398.0	1134.0	3637.0	3479.0	248.0	973.0	1265.0	288.0	3626.0	248.0	3346.0	945.0	1187.0	895.0	777.0	722.0	773.0	1035.0	754.0	1132.0	836.0
gRNA_3544	Erbb3	319.0	860.0	286.0	433.0	764.0	969.0	1101.0	195.0	356.0	650.0	111.0	1208.0	296.0	262.0	626.0	1076.0	732.0	768.0	1192.0	689.0	554.0	506.0	865.0	1219.0
gRNA_3545	Erbb3	149.0	365.0	352.0	293.0	278.0	403.0	947.0	91.0	432.0	694.0	337.0	28.0	160.0	659.0	78.0	561.0	455.0	525.0	462.0	432.0	624.0	438.0	469.0	341.0
gRNA_3569	Erbb3	350.0	770.0	980.0	496.0	597.0	2894.0	992.0	429.0	1056.0	408.0	166.0	35.0	786.0	212.0	658.0	809.0	975.0	755.0	1201.0	791.0	795.0	568.0	958.0	693.0
gRNA_3570	Erbb3	153.0	846.0	152.0	418.0	859.0	461.0	603.0	207.0	207.0	253.0	1466.0	257.0	178.0	442.0	233.0	632.0	444.0	744.0	1075.0	768.0	635.0	721.0	1105.0	572.0
gRNA_3571	Erbb3	474.0	819.0	499.0	599.0	803.0	1664.0	537.0	714.0	652.0	42.0	35.0	55.0	2355.0	193.0	281.0	542.0	561.0	908.0	594.0	681.0	867.0	538.0	510.0	506.0
gRNA_3572	Erbb3	125.0	440.0	76.0	247.0	2562.0	1882.0	1088.0	150.0	328.0	284.0	360.0	125.0	388.0	55.0	144.0	553.0	583.0	619.0	553.0	559.0	540.0	581.0	1068.0	556.0
gRNA_3577	Erbb3	229.0	490.0	185.0	202.0	705.0	450.0	2044.0	183.0	461.0	162.0	158.0	537.0	121.0	103.0	373.0	558.0	308.0	864.0	473.0	502.0	655.0	497.0	531.0	622.0
gRNA_3578	Erbb3	654.0	1576.0	838.0	736.0	946.0	3274.0	1452.0	758.0	716.0	679.0	209.0	1264.0	1096.0	508.0	384.0	944.0	487.0	1031.0	1323.0	1146.0	1246.0	668.0	1254.0	972.0
gRNA_3579	Erbb3	197.0	236.0	118.0	303.0	32.0	353.0	320.0	496.0	141.0	4649.0	78.0	98.0	203.0	122.0	64.0	92.0	47.0	119.0	165.0	81.0	199.0	162.0	223.0	197.0
gRNA_3580	Erbb3	183.0	752.0	309.0	505.0	1000.0	1934.0	790.0	538.0	645.0	399.0	113.0	114.0	78.0	234.0	171.0	377.0	160.0	910.0	1098.0	944.0	948.0	675.0	858.0	511.0
gRNA_3626	Erbb4	988.0	1322.0	570.0	763.0	2647.0	1564.0	1152.0	295.0	409.0	863.0	338.0	1958.0	492.0	2797.0	255.0	912.0	1554.0	1614.0	1825.0	1472.0	1394.0	1001.0	1215.0	569.0
gRNA_3666	Ercc2	19.0	172.0	7.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	51.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0
gRNA_3676	Ercc2	381.0	1119.0	392.0	567.0	1312.0	2164.0	3295.0	453.0	856.0	710.0	134.0	1269.0	1036.0	3292.0	416.0	884.0	830.0	775.0	1212.0	721.0	649.0	597.0	1160.0	976.0
gRNA_3677	Ercc2	719.0	1785.0	872.0	852.0	1680.0	1787.0	1275.0	333.0	1006.0	852.0	1882.0	6845.0	609.0	2375.0	319.0	859.0	663.0	933.0	949.0	1176.0	1074.0	684.0	1169.0	833.0
gRNA_3679	Ercc2	378.0	1249.0	452.0	287.0	880.0	810.0	482.0	422.0	1238.0	127.0	124.0	852.0	1059.0	44.0	351.0	660.0	254.0	601.0	915.0	1026.0	761.0	543.0	770.0	752.0
gRNA_3680	Ercc2	736.0	805.0	662.0	1432.0	1183.0	1354.0	2398.0	760.0	752.0	1034.0	131.0	887.0	675.0	637.0	1243.0	1084.0	1374.0	1244.0	1560.0	1051.0	903.0	763.0	844.0	1169.0
gRNA_3681	Ercc2	521.0	924.0	374.0	608.0	1890.0	2988.0	764.0	275.0	1570.0	1419.0	910.0	1654.0	1658.0	635.0	1000.0	1198.0	1124.0	1377.0	1397.0	1176.0	1302.0	923.0	1329.0	1006.0
gRNA_3682	Ercc2	224.0	1524.0	223.0	614.0	416.0	6244.0	488.0	663.0	520.0	449.0	116.0	156.0	130.0	730.0	146.0	724.0	309.0	738.0	1166.0	504.0	509.0	452.0	734.0	845.0
gRNA_3685	Ercc2	123.0	581.0	171.0	276.0	685.0	1465.0	682.0	284.0	547.0	103.0	1330.0	587.0	532.0	32.0	584.0	758.0	1001.0	1174.0	1269.0	753.0	726.0	534.0	846.0	481.0
