sgRNA	gene	spleen1	spleen2	spleen3	spleen4	spleen5	spleen6	spleen7	spleen8	spleen9	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	bonemarrow6	bonemarrow7	bonemarrow8	bonemarrow9	bonemarrow10	meninges1	meninges2	meninges3	meninges4	meninges5	meninges6	meninges7	meninges8	meninges9	meninges10	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_8798	Pik3ca	2491.0	4346.0	1859.0	1591.0	7784.0	2506.0	1691.0	1958.0	1687.0	2102.0	1307.0	2060.0	358.0	825.0	626.0	3138.0	6142.0	2700.0	5091.0	284.0	28.0	888.0	1548.0	798.0	339.0	14614.0	1035.0	734.0	567.0	2001.0	1626.0	2136.0	934.0	575.0	2402.0	1513.0	878.0	677.0	959.0
gRNA_8799	Pik3ca	1191.0	1331.0	491.0	613.0	2387.0	661.0	1033.0	521.0	825.0	1537.0	358.0	68.0	32.0	2662.0	3007.0	2.0	432.0	909.0	397.0	131.0	75.0	485.0	235.0	10992.0	52.0	195.0	28.0	6.0	6.0	516.0	529.0	274.0	133.0	111.0	1111.0	158.0	912.0	292.0	582.0
gRNA_8800	Pik3ca	1140.0	1836.0	2853.0	2210.0	2508.0	734.0	3641.0	1333.0	2493.0	2184.0	803.0	811.0	1990.0	2999.0	1322.0	1598.0	4181.0	6201.0	7384.0	1434.0	183.0	206.0	116.0	4730.0	141.0	44856.0	3321.0	95.0	148.0	1267.0	1260.0	1256.0	778.0	1115.0	1934.0	967.0	3554.0	1869.0	848.0
gRNA_8801	Pik3ca	1361.0	1335.0	2576.0	4694.0	6082.0	2334.0	35253.0	1885.0	2480.0	6545.0	941.0	4348.0	3018.0	977.0	6341.0	2190.0	1751.0	4365.0	1597.0	60.0	67.0	110.0	71.0	31.0	472.0	4102.0	281.0	411.0	19914.0	1281.0	620.0	507.0	434.0	549.0	2128.0	975.0	1112.0	2365.0	793.0
gRNA_8802	Pik3ca	302.0	1306.0	711.0	566.0	298.0	2813.0	228.0	425.0	475.0	616.0	3278.0	239.0	11.0	35.0	186.0	316.0	40.0	191.0	729.0	243.0	1.0	7.0	725.0	223.0	76.0	520.0	25.0	2.0	1.0	224.0	691.0	270.0	44.0	237.0	467.0	67.0	81.0	196.0	605.0
gRNA_8805	Pik3ca	1144.0	1057.0	1452.0	752.0	2517.0	785.0	1157.0	126.0	1118.0	405.0	530.0	843.0	25.0	1843.0	2474.0	14.0	93.0	3378.0	589.0	95.0	302.0	1727.0	102.0	36.0	517.0	726.0	756.0	74.0	191.0	1231.0	976.0	1871.0	1496.0	314.0	1104.0	1294.0	1169.0	2141.0	902.0
gRNA_8806	Pik3ca	1545.0	562.0	1015.0	557.0	3324.0	775.0	740.0	542.0	224.0	682.0	96.0	310.0	14.0	8523.0	843.0	168.0	364.0	119.0	800.0	74.0	1.0	69.0	294.0	294.0	661.0	142.0	6.0	4.0	149.0	1362.0	1122.0	598.0	100.0	499.0	969.0	155.0	383.0	347.0	682.0
gRNA_8807	Pik3ca	1755.0	3510.0	1569.0	2314.0	1864.0	2358.0	2735.0	1170.0	1572.0	605.0	940.0	1613.0	817.0	3470.0	3248.0	1810.0	219.0	364.0	1793.0	92.0	713.0	50.0	93.0	97.0	442.0	4060.0	496.0	17.0	463.0	1474.0	1050.0	1139.0	70.0	208.0	1366.0	239.0	653.0	351.0	712.0
gRNA_8809	Pik3ca	3287.0	3502.0	2691.0	3772.0	2717.0	2854.0	6001.0	1325.0	2192.0	5203.0	873.0	1984.0	3565.0	1527.0	5914.0	3656.0	1362.0	3746.0	5578.0	153.0	55.0	1304.0	122.0	2974.0	262.0	511.0	43.0	1327.0	1979.0	1812.0	3002.0	3525.0	3921.0	991.0	2133.0	1994.0	599.0	1257.0	1549.0
gRNA_8810	Pik3ca	434.0	1352.0	427.0	724.0	1474.0	793.0	2057.0	763.0	421.0	1638.0	1208.0	33.0	715.0	3848.0	58.0	2569.0	94.0	489.0	319.0	28.0	111.0	33.0	211.0	252.0	156.0	14349.0	933.0	818.0	467.0	2329.0	1656.0	1429.0	955.0	3250.0	834.0	630.0	1246.0	1033.0	899.0
gRNA_8811	Pik3ca	967.0	478.0	938.0	642.0	1360.0	478.0	734.0	310.0	380.0	310.0	505.0	88.0	927.0	1517.0	9.0	155.0	643.0	789.0	2881.0	25.0	152.0	12.0	24.0	5.0	25.0	1071.0	116.0	5.0	5.0	1054.0	901.0	860.0	486.0	82.0	910.0	193.0	182.0	136.0	604.0
gRNA_8812	Pik3ca	914.0	1091.0	684.0	1147.0	887.0	1051.0	1239.0	512.0	616.0	184.0	2355.0	1696.0	2347.0	67.0	292.0	1131.0	405.0	2775.0	508.0	63.0	6.0	1729.0	185.0	7.0	79.0	2663.0	180.0	11.0	5724.0	1601.0	790.0	363.0	147.0	317.0	675.0	154.0	576.0	108.0	618.0
gRNA_8815	Pik3ca	1069.0	1299.0	1364.0	599.0	521.0	933.0	201.0	359.0	155.0	264.0	413.0	150.0	543.0	1284.0	27.0	139.0	433.0	275.0	10.0	456.0	6.0	10.0	4.0	267.0	309.0	193.0	111.0	13.0	1.0	787.0	299.0	431.0	358.0	1535.0	109.0	119.0	19.0	175.0	368.0
gRNA_8816	Pik3ca	49.0	657.0	2364.0	3264.0	1198.0	567.0	262.0	783.0	520.0	95.0	751.0	233.0	9.0	5024.0	1048.0	832.0	1153.0	85.0	1814.0	39.0	9.0	149.0	52.0	8.0	171.0	2011.0	104.0	9.0	13.0	1491.0	1076.0	1135.0	886.0	1389.0	2709.0	805.0	786.0	1532.0	736.0
gRNA_8817	Pik3ca	853.0	742.0	1397.0	1643.0	1257.0	1720.0	3490.0	178.0	1256.0	1309.0	491.0	442.0	1576.0	98.0	79.0	868.0	215.0	1008.0	1877.0	8.0	20.0	1061.0	239.0	898.0	63.0	46.0	13.0	10.0	637.0	801.0	1333.0	1726.0	1175.0	2284.0	1325.0	3961.0	2013.0	2412.0	1264.0
gRNA_8818	Pik3ca	3379.0	1095.0	4086.0	770.0	2943.0	642.0	373.0	88.0	473.0	1144.0	522.0	11302.0	807.0	275.0	1903.0	379.0	121.0	2175.0	1793.0	47.0	53.0	5467.0	427.0	8727.0	160.0	222.0	296.0	3282.0	96.0	721.0	784.0	579.0	784.0	664.0	477.0	653.0	287.0	925.0	485.0
gRNA_8819	Pik3ca	2221.0	477.0	668.0	728.0	1420.0	498.0	397.0	1014.0	145.0	2462.0	644.0	377.0	631.0	420.0	181.0	415.0	856.0	1421.0	779.0	29.0	5.0	77.0	53.0	9.0	54.0	102.0	5.0	2.0	5.0	362.0	1229.0	819.0	692.0	155.0	495.0	589.0	261.0	1388.0	538.0
gRNA_8820	Pik3ca	1981.0	3213.0	1741.0	2616.0	1210.0	2247.0	1628.0	1105.0	512.0	2913.0	2829.0	288.0	1686.0	406.0	177.0	2005.0	913.0	859.0	699.0	132.0	1783.0	153.0	4446.0	311.0	292.0	4912.0	1302.0	86.0	41.0	1545.0	1560.0	1465.0	989.0	1006.0	1512.0	1490.0	2117.0	853.0	1187.0
gRNA_8821	Pik3ca	1090.0	1056.0	919.0	1442.0	2377.0	460.0	211.0	534.0	1417.0	18.0	408.0	560.0	1558.0	362.0	1404.0	120.0	27.0	86.0	7967.0	176.0	139.0	63.0	19669.0	1683.0	31.0	565.0	57.0	685.0	53.0	682.0	656.0	496.0	340.0	462.0	804.0	477.0	98.0	1023.0	564.0
gRNA_8822	Pik3ca	232.0	479.0	2215.0	349.0	3281.0	731.0	572.0	631.0	1595.0	312.0	403.0	174.0	19.0	4188.0	10.0	178.0	433.0	255.0	1949.0	132.0	181.0	20.0	135.0	381.0	3423.0	4283.0	967.0	87.0	1032.0	735.0	1431.0	850.0	376.0	375.0	1767.0	925.0	111.0	583.0	799.0
gRNA_8823	Pik3ca	1859.0	2829.0	4192.0	1570.0	2757.0	544.0	1038.0	772.0	1617.0	264.0	9313.0	864.0	170.0	2441.0	249.0	436.0	299.0	7332.0	2510.0	111.0	332.0	37.0	139.0	445.0	983.0	844.0	30.0	53.0	51.0	1679.0	1150.0	943.0	910.0	170.0	1885.0	356.0	2391.0	1011.0	871.0
gRNA_8828	Pik3ca	664.0	489.0	550.0	1218.0	1105.0	653.0	2952.0	309.0	756.0	260.0	330.0	699.0	1030.0	21.0	1749.0	3895.0	980.0	405.0	5270.0	80.0	34.0	104.0	25681.0	2139.0	479.0	3694.0	239.0	14.0	25.0	446.0	1363.0	1500.0	380.0	1687.0	965.0	1102.0	2230.0	1149.0	616.0
gRNA_8829	Pik3ca	486.0	1142.0	525.0	442.0	2485.0	954.0	1148.0	1493.0	396.0	1190.0	983.0	233.0	169.0	1962.0	614.0	1108.0	157.0	19.0	175.0	68.0	85.0	14.0	9.0	30.0	659.0	1670.0	162.0	506.0	47.0	245.0	779.0	1312.0	973.0	548.0	1368.0	948.0	806.0	1744.0	926.0
gRNA_8830	Pik3ca	1190.0	1812.0	3918.0	4097.0	1543.0	1647.0	2054.0	1598.0	1528.0	786.0	454.0	660.0	3013.0	1069.0	679.0	6802.0	1241.0	658.0	1224.0	17.0	21.0	222.0	1608.0	1412.0	573.0	4525.0	314.0	795.0	897.0	1305.0	1790.0	1169.0	1414.0	633.0	1401.0	1540.0	1729.0	863.0	1469.0
gRNA_8832	Pik3ca	2237.0	3211.0	2923.0	1600.0	3408.0	441.0	520.0	401.0	634.0	829.0	350.0	1580.0	297.0	271.0	108.0	194.0	220.0	448.0	1151.0	13.0	107.0	259.0	77.0	141.0	404.0	287.0	61.0	112.0	19.0	3987.0	3877.0	5628.0	2808.0	1910.0	3640.0	2263.0	759.0	1533.0	1444.0
gRNA_8836	Pik3ca	710.0	1659.0	1215.0	1068.0	3405.0	242.0	1311.0	616.0	191.0	3110.0	460.0	54.0	12.0	1173.0	659.0	122.0	28.0	913.0	1176.0	110.0	115.0	73.0	16624.0	1164.0	541.0	7649.0	520.0	12.0	65.0	1205.0	1847.0	1489.0	1099.0	1086.0	709.0	783.0	833.0	449.0	647.0
gRNA_8837	Pik3ca	3620.0	1487.0	588.0	1549.0	626.0	2381.0	1565.0	1038.0	2655.0	1083.0	664.0	241.0	6820.0	2262.0	19510.0	597.0	109.0	1843.0	1047.0	277.0	111.0	9.0	74.0	8.0	956.0	399.0	49.0	34.0	31.0	1021.0	877.0	787.0	436.0	1225.0	1794.0	471.0	616.0	347.0	523.0
gRNA_8838	Pik3ca	967.0	1235.0	656.0	3380.0	5787.0	2099.0	865.0	237.0	535.0	463.0	1415.0	423.0	2271.0	3406.0	2539.0	224.0	264.0	840.0	3158.0	92.0	411.0	810.0	51785.0	3709.0	1095.0	413.0	75.0	25.0	131.0	1351.0	1660.0	1643.0	1569.0	2439.0	2015.0	1270.0	1547.0	778.0	589.0
gRNA_8839	Pik3ca	269.0	1162.0	804.0	1055.0	247.0	96.0	655.0	378.0	1622.0	192.0	120.0	208.0	1504.0	55.0	2619.0	551.0	233.0	10.0	1529.0	97.0	159.0	259.0	426.0	303.0	952.0	304.0	108.0	20.0	5.0	221.0	586.0	1269.0	1222.0	381.0	272.0	1107.0	447.0	567.0	418.0
gRNA_8842	Pik3ca	34.0	285.0	330.0	648.0	528.0	318.0	670.0	804.0	861.0	47.0	211.0	53.0	611.0	301.0	292.0	520.0	136.0	52.0	598.0	6.0	31.0	28.0	7.0	222.0	236.0	72.0	82.0	9.0	57.0	908.0	951.0	1056.0	279.0	277.0	1017.0	412.0	164.0	359.0	772.0
gRNA_8843	Pik3ca	672.0	1805.0	1823.0	1493.0	1236.0	924.0	966.0	711.0	966.0	170.0	3296.0	1537.0	1990.0	906.0	808.0	3651.0	145.0	234.0	3291.0	75.0	152.0	21.0	389.0	1869.0	1727.0	677.0	52.0	756.0	1019.0	1325.0	1517.0	981.0	191.0	209.0	1883.0	198.0	1552.0	755.0	850.0
gRNA_8844	Pik3ca	380.0	1175.0	3162.0	542.0	1283.0	1054.0	1664.0	1183.0	1670.0	158.0	2463.0	5171.0	93.0	462.0	43.0	1110.0	294.0	2036.0	3769.0	416.0	33.0	13.0	14.0	1117.0	93.0	135.0	306.0	1714.0	92.0	2188.0	1044.0	849.0	564.0	160.0	889.0	237.0	368.0	578.0	938.0
gRNA_8845	Pik3ca	701.0	1045.0	672.0	849.0	2203.0	814.0	1633.0	996.0	888.0	781.0	413.0	314.0	756.0	491.0	118.0	453.0	530.0	563.0	7844.0	272.0	87.0	16.0	198.0	139.0	929.0	2022.0	732.0	64.0	3456.0	1801.0	921.0	591.0	477.0	114.0	1173.0	336.0	378.0	408.0	609.0
gRNA_8846	Pik3ca	403.0	1688.0	1110.0	1581.0	946.0	3611.0	1244.0	899.0	1945.0	227.0	958.0	391.0	3329.0	386.0	408.0	573.0	5592.0	514.0	8772.0	4166.0	1137.0	243.0	44.0	1835.0	405.0	15029.0	1184.0	1049.0	2667.0	2002.0	1726.0	1192.0	391.0	694.0	2747.0	1559.0	1471.0	1101.0	690.0
gRNA_8847	Pik3ca	476.0	1398.0	1149.0	444.0	2484.0	432.0	485.0	316.0	1767.0	577.0	306.0	669.0	542.0	564.0	354.0	525.0	386.0	1028.0	4008.0	83.0	31.0	102.0	200.0	10.0	605.0	264.0	13.0	2.0	13.0	468.0	582.0	1100.0	287.0	189.0	398.0	737.0	1111.0	476.0	476.0
gRNA_8848	Pik3ca	897.0	4196.0	3426.0	2004.0	10647.0	1746.0	2040.0	2556.0	3544.0	1598.0	1167.0	613.0	2458.0	2485.0	1985.0	2286.0	2090.0	5495.0	3864.0	320.0	119.0	387.0	172.0	156.0	2527.0	10300.0	944.0	655.0	1113.0	757.0	1260.0	752.0	256.0	511.0	1187.0	661.0	986.0	615.0	527.0
gRNA_8849	Pik3ca	2050.0	847.0	625.0	353.0	1093.0	1184.0	1219.0	639.0	986.0	516.0	2945.0	233.0	222.0	76.0	339.0	490.0	319.0	952.0	332.0	247.0	245.0	75.0	236.0	314.0	3522.0	54094.0	3631.0	28778.0	1224.0	2817.0	2523.0	1400.0	670.0	299.0	1258.0	649.0	1278.0	840.0	581.0
gRNA_8850	Pik3ca	1665.0	1731.0	2391.0	1737.0	1541.0	1723.0	769.0	609.0	663.0	407.0	384.0	304.0	3824.0	329.0	518.0	1836.0	1352.0	542.0	2110.0	139.0	31.0	138.0	11.0	142.0	201.0	7551.0	631.0	19.0	244.0	928.0	1016.0	807.0	258.0	296.0	1233.0	351.0	1505.0	649.0	987.0
gRNA_8851	Pik3ca	2935.0	585.0	5495.0	1474.0	2714.0	1778.0	821.0	538.0	1002.0	660.0	67.0	3265.0	510.0	6524.0	5585.0	1856.0	229.0	1345.0	902.0	107.0	234.0	136.0	106.0	30734.0	807.0	429.0	1591.0	126.0	26.0	804.0	937.0	700.0	760.0	283.0	1287.0	380.0	1560.0	1052.0	731.0
gRNA_8853	Pik3ca	966.0	628.0	687.0	783.0	169.0	1136.0	2102.0	822.0	362.0	189.0	736.0	428.0	481.0	157.0	992.0	330.0	168.0	10.0	837.0	359.0	73.0	547.0	68.0	296.0	628.0	517.0	34.0	311.0	428.0	1709.0	1232.0	1207.0	942.0	540.0	529.0	731.0	1413.0	1704.0	968.0
gRNA_8856	Pik3ca	1602.0	1802.0	1508.0	3490.0	1172.0	3030.0	1655.0	2385.0	2299.0	1688.0	1124.0	208.0	568.0	475.0	513.0	1001.0	1730.0	1856.0	1034.0	227.0	274.0	1858.0	438.0	139.0	619.0	1017.0	747.0	844.0	329.0	1672.0	1885.0	1237.0	432.0	1281.0	2910.0	896.0	2302.0	1027.0	687.0
gRNA_8859	Pik3ca	4057.0	1762.0	2366.0	1670.0	3788.0	3127.0	1499.0	3450.0	1531.0	4132.0	1156.0	4565.0	1788.0	981.0	11600.0	2737.0	5098.0	1071.0	2406.0	294.0	40.0	34.0	201.0	24.0	314.0	69.0	41.0	127.0	8.0	1059.0	1531.0	930.0	448.0	1975.0	1537.0	609.0	815.0	2322.0	1174.0
gRNA_8860	Pik3ca	332.0	316.0	239.0	352.0	270.0	136.0	1403.0	944.0	334.0	369.0	1038.0	15.0	16.0	268.0	84.0	55.0	2055.0	890.0	2739.0	239.0	94.0	81.0	15.0	154.0	151.0	72.0	7.0	2.0	7.0	676.0	789.0	900.0	285.0	370.0	1110.0	593.0	170.0	269.0	1035.0
gRNA_8863	Pik3ca	2072.0	799.0	1708.0	1171.0	1217.0	1006.0	1445.0	1086.0	707.0	1056.0	568.0	804.0	211.0	1447.0	666.0	67.0	542.0	1028.0	337.0	1343.0	88.0	138.0	46.0	165.0	371.0	250.0	581.0	45.0	3.0	1153.0	1100.0	667.0	409.0	237.0	1761.0	461.0	1075.0	1077.0	707.0
gRNA_8864	Pik3ca	418.0	637.0	336.0	397.0	1225.0	173.0	1857.0	676.0	1221.0	104.0	255.0	125.0	1527.0	1121.0	201.0	5893.0	1169.0	149.0	5943.0	166.0	109.0	70.0	25.0	41.0	572.0	30523.0	1857.0	1132.0	74.0	814.0	1669.0	1486.0	775.0	221.0	1193.0	360.0	911.0	691.0	920.0
gRNA_8865	Pik3ca	1194.0	869.0	1941.0	2902.0	2086.0	1819.0	1310.0	1658.0	1893.0	548.0	876.0	937.0	2358.0	10279.0	5565.0	1451.0	1300.0	2379.0	8597.0	296.0	23.0	44.0	196.0	195.0	127.0	243.0	20412.0	3343.0	71.0	800.0	1077.0	2690.0	700.0	369.0	790.0	1123.0	2310.0	957.0	1136.0
gRNA_8866	Pik3ca	1310.0	782.0	1172.0	2040.0	2211.0	614.0	1487.0	224.0	423.0	231.0	930.0	232.0	1399.0	1504.0	621.0	340.0	143.0	1363.0	1110.0	27.0	78.0	25.0	63.0	11.0	507.0	292.0	34.0	1470.0	56.0	1731.0	750.0	1360.0	1291.0	433.0	1257.0	921.0	409.0	1733.0	562.0
gRNA_8870	Pik3ca	695.0	1515.0	793.0	2229.0	682.0	848.0	2335.0	693.0	397.0	790.0	4463.0	175.0	267.0	610.0	2186.0	2516.0	56.0	1678.0	674.0	404.0	242.0	121.0	1751.0	137.0	309.0	674.0	58.0	13.0	11.0	1683.0	1598.0	1000.0	336.0	344.0	2518.0	471.0	737.0	961.0	784.0
gRNA_8871	Pik3ca	1024.0	181.0	1897.0	1519.0	2422.0	599.0	1584.0	823.0	390.0	1790.0	715.0	1085.0	7074.0	631.0	168.0	57.0	359.0	1028.0	540.0	115.0	13.0	24.0	647.0	11580.0	727.0	7285.0	516.0	16.0	35.0	1184.0	528.0	564.0	170.0	321.0	1623.0	676.0	638.0	295.0	861.0
gRNA_8872	Pik3ca	812.0	1594.0	3038.0	1382.0	1627.0	1322.0	1462.0	790.0	4911.0	1153.0	2577.0	6925.0	3254.0	2522.0	3406.0	660.0	447.0	891.0	1007.0	183.0	1386.0	1367.0	94.0	63.0	481.0	103.0	1365.0	3172.0	813.0	722.0	459.0	416.0	235.0	114.0	1379.0	332.0	726.0	510.0	790.0
gRNA_8873	Pik3ca	453.0	204.0	649.0	72.0	1224.0	375.0	943.0	305.0	221.0	159.0	25.0	98.0	621.0	470.0	206.0	1197.0	193.0	113.0	222.0	5.0	331.0	2246.0	84.0	402.0	19.0	1861.0	138.0	3.0	7296.0	1889.0	659.0	404.0	207.0	407.0	1024.0	158.0	684.0	346.0	723.0
gRNA_8874	Pik3cb	1157.0	1858.0	612.0	1028.0	635.0	847.0	1055.0	3100.0	258.0	282.0	410.0	338.0	1370.0	983.0	677.0	419.0	1460.0	1221.0	294.0	182.0	2361.0	416.0	761.0	84.0	507.0	211.0	338.0	37.0	88.0	681.0	425.0	282.0	74.0	72.0	1111.0	120.0	475.0	241.0	448.0
gRNA_8875	Pik3cb	160.0	1860.0	289.0	652.0	609.0	358.0	1133.0	366.0	286.0	295.0	1242.0	188.0	111.0	1533.0	172.0	573.0	68.0	85.0	256.0	29.0	16.0	35.0	19.0	172.0	208.0	5070.0	807.0	46.0	14.0	622.0	776.0	469.0	156.0	129.0	570.0	111.0	361.0	289.0	498.0
gRNA_8876	Pik3cb	640.0	431.0	1336.0	1134.0	1006.0	678.0	732.0	713.0	275.0	277.0	517.0	88.0	5.0	2553.0	304.0	768.0	1729.0	391.0	127.0	19.0	232.0	4992.0	210.0	314.0	596.0	171.0	15.0	3.0	627.0	891.0	345.0	337.0	175.0	450.0	644.0	221.0	1633.0	375.0	647.0
gRNA_8877	Pik3cb	606.0	287.0	134.0	743.0	1581.0	583.0	586.0	127.0	311.0	427.0	170.0	46.0	130.0	81.0	37.0	11.0	95.0	192.0	2178.0	130.0	0.0	2.0	2.0	0.0	401.0	145.0	9.0	213.0	47.0	256.0	464.0	448.0	443.0	84.0	575.0	635.0	347.0	71.0	576.0
gRNA_8878	Pik3cb	807.0	809.0	568.0	923.0	979.0	6413.0	2270.0	1178.0	873.0	279.0	307.0	309.0	550.0	12.0	679.0	737.0	142.0	1191.0	1957.0	13.0	93.0	18.0	245.0	23.0	137.0	1077.0	72.0	12.0	14.0	1305.0	863.0	787.0	1138.0	1812.0	1595.0	1317.0	462.0	2159.0	1177.0
gRNA_8879	Pik3cb	311.0	327.0	1338.0	1010.0	1072.0	207.0	796.0	530.0	828.0	24.0	396.0	467.0	105.0	174.0	7.0	495.0	1165.0	214.0	825.0	10.0	346.0	3908.0	519.0	516.0	130.0	39.0	6.0	326.0	143.0	735.0	322.0	255.0	76.0	357.0	996.0	188.0	525.0	131.0	595.0
gRNA_8880	Pik3cb	1720.0	948.0	712.0	1115.0	7131.0	1648.0	2355.0	728.0	553.0	1776.0	616.0	343.0	1909.0	119.0	450.0	2063.0	799.0	2046.0	1078.0	44733.0	176.0	113.0	2874.0	739.0	426.0	9386.0	635.0	16.0	336.0	789.0	586.0	520.0	1425.0	312.0	924.0	392.0	369.0	1629.0	813.0
gRNA_8881	Pik3cb	835.0	478.0	276.0	767.0	2822.0	443.0	599.0	334.0	718.0	103.0	1963.0	777.0	41.0	324.0	1103.0	43.0	2388.0	1251.0	1563.0	59.0	63.0	479.0	42.0	47.0	204.0	45.0	36.0	5812.0	222.0	595.0	409.0	291.0	589.0	119.0	983.0	186.0	504.0	344.0	879.0
gRNA_8882	Pik3cb	2603.0	617.0	736.0	609.0	3020.0	1356.0	138.0	1942.0	1461.0	1187.0	1102.0	53.0	201.0	1693.0	1660.0	21.0	266.0	219.0	731.0	104.0	60.0	17.0	111.0	101.0	68.0	35.0	5.0	114.0	23.0	653.0	818.0	665.0	476.0	587.0	801.0	341.0	162.0	2591.0	856.0
gRNA_8883	Pik3cb	1403.0	124.0	339.0	849.0	2217.0	314.0	999.0	766.0	1816.0	1116.0	225.0	149.0	430.0	959.0	114.0	893.0	671.0	1325.0	1154.0	55.0	71.0	90.0	281.0	14.0	272.0	123.0	10.0	1065.0	49.0	1016.0	740.0	578.0	693.0	1108.0	905.0	598.0	1735.0	979.0	885.0
gRNA_8884	Pik3cb	1819.0	2866.0	2999.0	2926.0	1799.0	3530.0	2094.0	1759.0	1122.0	4665.0	3750.0	1859.0	1293.0	2419.0	4467.0	818.0	501.0	8434.0	1375.0	156.0	41.0	95.0	300.0	1775.0	1596.0	378.0	682.0	109.0	587.0	871.0	908.0	1416.0	2186.0	777.0	2230.0	2492.0	637.0	984.0	1313.0
gRNA_8885	Pik3cb	1425.0	426.0	426.0	520.0	738.0	273.0	2094.0	915.0	541.0	1199.0	184.0	728.0	43.0	1323.0	80.0	610.0	121.0	423.0	527.0	66.0	26.0	52.0	32.0	356.0	78.0	117.0	4530.0	373.0	16.0	1742.0	1509.0	1676.0	2544.0	1752.0	1349.0	1668.0	869.0	2007.0	901.0
gRNA_8886	Pik3cb	877.0	1544.0	2189.0	763.0	1228.0	1256.0	1201.0	438.0	148.0	1042.0	3557.0	884.0	128.0	1060.0	354.0	3819.0	226.0	1983.0	497.0	314.0	65.0	31.0	145.0	201.0	3897.0	705.0	6.0	4.0	26.0	413.0	793.0	500.0	409.0	512.0	613.0	387.0	305.0	1694.0	589.0
gRNA_8887	Pik3cb	1067.0	1382.0	368.0	2213.0	666.0	702.0	1783.0	1295.0	1455.0	2986.0	407.0	245.0	545.0	321.0	1443.0	1596.0	2295.0	65.0	1259.0	10.0	11.0	49.0	370.0	676.0	1015.0	212.0	170.0	10.0	116.0	1092.0	959.0	627.0	651.0	362.0	1089.0	488.0	639.0	971.0	958.0
gRNA_8888	Pik3cb	1178.0	1325.0	699.0	2092.0	1238.0	1035.0	1974.0	1012.0	1169.0	1663.0	2108.0	506.0	1050.0	657.0	1024.0	623.0	673.0	441.0	1788.0	101.0	317.0	4998.0	4871.0	305.0	313.0	131.0	21.0	9548.0	346.0	1413.0	1705.0	1688.0	1367.0	1738.0	1528.0	762.0	1060.0	848.0	1311.0
gRNA_8889	Pik3cb	4342.0	2291.0	2852.0	807.0	2694.0	355.0	266.0	1483.0	280.0	1856.0	955.0	374.0	514.0	6269.0	440.0	339.0	628.0	477.0	1331.0	361.0	964.0	79.0	29.0	268.0	72.0	2730.0	12278.0	1008.0	1426.0	2540.0	1753.0	3614.0	1096.0	2701.0	1775.0	1645.0	681.0	1754.0	1025.0
gRNA_8890	Pik3cb	1706.0	1765.0	894.0	141.0	938.0	1183.0	4525.0	941.0	2061.0	1399.0	459.0	2863.0	1024.0	1220.0	1885.0	129.0	2267.0	212.0	2174.0	94.0	1289.0	202.0	67.0	120.0	2526.0	1478.0	31970.0	2883.0	10157.0	3069.0	1921.0	3288.0	1738.0	2016.0	773.0	2927.0	2198.0	1217.0	1314.0
gRNA_8892	Pik3cb	861.0	2371.0	1595.0	1490.0	1564.0	1669.0	771.0	1050.0	445.0	1298.0	2633.0	2458.0	699.0	7281.0	667.0	554.0	79.0	858.0	311.0	101.0	15.0	1026.0	664.0	61.0	134.0	444.0	489.0	58.0	2410.0	3364.0	1604.0	1374.0	1035.0	360.0	1586.0	1241.0	3676.0	1251.0	1090.0
gRNA_8894	Pik3cb	1166.0	2781.0	4234.0	1383.0	2605.0	1361.0	1342.0	1237.0	1017.0	1479.0	513.0	460.0	7115.0	42.0	2117.0	147.0	376.0	686.0	2093.0	30.0	9.0	581.0	243.0	31.0	244.0	545.0	160.0	19.0	13.0	1451.0	2014.0	2090.0	2202.0	388.0	957.0	1404.0	911.0	2629.0	786.0
gRNA_8898	Pik3cb	1078.0	1721.0	934.0	1569.0	1678.0	1670.0	3770.0	1608.0	2004.0	1097.0	3513.0	489.0	21.0	2284.0	424.0	2349.0	185.0	113.0	11495.0	65.0	83.0	199.0	63.0	308.0	1157.0	22293.0	5467.0	622.0	5106.0	1919.0	3447.0	3656.0	1894.0	4173.0	3067.0	2222.0	1710.0	1529.0	1330.0
gRNA_8899	Pik3cb	1288.0	2267.0	1956.0	3082.0	6227.0	2132.0	2551.0	1841.0	928.0	643.0	3170.0	569.0	260.0	3548.0	22.0	1749.0	2171.0	275.0	4459.0	2805.0	421.0	6269.0	422.0	1682.0	292.0	119.0	279.0	31.0	22.0	1253.0	1759.0	1758.0	720.0	331.0	1306.0	514.0	264.0	525.0	864.0
gRNA_8900	Pik3cb	925.0	3416.0	1407.0	1622.0	1972.0	2458.0	159.0	562.0	581.0	135.0	1843.0	714.0	1470.0	1522.0	1487.0	15.0	106.0	479.0	727.0	125.0	245.0	102.0	82.0	415.0	242.0	71.0	4.0	416.0	37.0	723.0	741.0	378.0	70.0	306.0	1710.0	118.0	2361.0	474.0	774.0
gRNA_8901	Pik3cb	340.0	1546.0	2032.0	2124.0	2935.0	108.0	3657.0	645.0	1492.0	968.0	2040.0	439.0	2234.0	156.0	14.0	1407.0	263.0	1622.0	3884.0	2661.0	58.0	125.0	79.0	9.0	47.0	153.0	13.0	17.0	2844.0	651.0	1273.0	2284.0	2012.0	1002.0	2328.0	2105.0	391.0	1917.0	757.0
